,year,film,wiki,winner,box_office
206,1957,12 Angry Men ,/wiki/12_Angry_Men_(1957_film),False,"{'Domestic': 'N/A', 'International': '$955', 'Worldwide': '$955'}"
208,1957,Sayonara,/wiki/Sayonara,False,"{'Domestic': '$50,888,729', 'International': 'N/A', 'Worldwide': '$50,888,729'}"
209,1957,Witness for the Prosecution ,/wiki/Witness_for_the_Prosecution_(1957_film),False,"{'Domestic': 'N/A', 'International': '$7,693', 'Worldwide': '$7,693'}"
214,1958,Separate Tables ,/wiki/Separate_Tables_(film),False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
213,1958,The Defiant Ones,/wiki/The_Defiant_Ones,False,"{'Domestic': 'N/A', 'International': '$358,399', 'Worldwide': '$358,399'}"
212,1958,Cat on a Hot Tin Roof ,/wiki/Cat_on_a_Hot_Tin_Roof_(1958_film),False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
210,1958,Gigi ,/wiki/Gigi_(1958_film),True,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
211,1958,Auntie Mame ,/wiki/Auntie_Mame_(film),False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
215,1959,Ben-Hur ,/wiki/Ben-Hur_(1959_film),True,"{'Domestic': '$74,432,704', 'International': '$5,016', 'Worldwide': '$74,437,720'}"
216,1959,Anatomy of a Murder,/wiki/Anatomy_of_a_Murder,False,"{'Domestic': 'N/A', 'International': '$194', 'Worldwide': '$194'}"
217,1959,The Diary of Anne Frank ,/wiki/The_Diary_of_Anne_Frank_(1959_film),False,"{'Domestic': 'N/A', 'International': '$3,068,263', 'Worldwide': '$3,068,263'}"
218,1959,The Nun's Story ,/wiki/The_Nun%27s_Story_(film),False,"{'Domestic': '$117,481,222', 'International': '$248,101,575', 'Worldwide': '$365,582,797'}"
224,1960,The Sundowners ,/wiki/The_Sundowners_(1960_film),False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
223,1960,Sons and Lovers ,/wiki/Sons_and_Lovers_(film),False,"{'Domestic': '$128,261,724', 'International': '$286,089,822', 'Worldwide': '$414,351,546'}"
221,1960,The Alamo ,/wiki/The_Alamo_(1960_film),False,"{'Domestic': 'N/A', 'International': '$6,334', 'Worldwide': '$6,334'}"
222,1960,Elmer Gantry ,/wiki/Elmer_Gantry_(film),False,"{'Domestic': 'N/A', 'International': '$64', 'Worldwide': '$64'}"
220,1960,The Apartment,/wiki/The_Apartment,True,"{'Domestic': '$18,600,000', 'International': '$178,738', 'Worldwide': '$18,778,738'}"
225,1961,West Side Story ,/wiki/West_Side_Story_(1961_film),True,"{'Domestic': '$38,530,322', 'International': '$37,485,849', 'Worldwide': '$76,016,171'}"
226,1961,Fanny ,/wiki/Fanny_(1961_film),False,"{'Domestic': '$8,735', 'International': '$362,922', 'Worldwide': '$371,657'}"
227,1961,The Guns of Navarone ,/wiki/The_Guns_of_Navarone_(film),False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
228,1961,The Hustler,/wiki/The_Hustler,False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
229,1961,Judgment at Nuremberg,/wiki/Judgment_at_Nuremberg,False,"{'Domestic': 'N/A', 'International': '$12,180', 'Worldwide': '$12,180'}"
230,1962,Lawrence of Arabia ,/wiki/Lawrence_of_Arabia_(film),True,"{'Domestic': '$45,306,425', 'International': '$414,206', 'Worldwide': '$45,720,631'}"
231,1962,The Longest Day ,/wiki/The_Longest_Day_(film),False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
232,1962,The Music Man ,/wiki/The_Music_Man_(1962_film),False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
233,1962,Mutiny on the Bounty ,/wiki/Mutiny_on_the_Bounty_(1962_film),False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
234,1962,To Kill a Mockingbird ,/wiki/To_Kill_a_Mockingbird_(film),False,"{'Domestic': '$592,237', 'International': '$6,909', 'Worldwide': '$599,146'}"
238,1963,How the West Was Won ,/wiki/How_the_West_Was_Won_(film),False,"{'Domestic': '$76,729', 'International': 'N/A', 'Worldwide': '$76,729'}"
239,1963,Lilies of the Field ,/wiki/Lilies_of_the_Field_(1963_film),False,"{'Domestic': 'N/A', 'International': '$2,476,539', 'Worldwide': '$2,476,539'}"
236,1963,America America,/wiki/America_America,False,"{'Domestic': '$176,654,505', 'International': '$193,915,269', 'Worldwide': '$370,569,774'}"
237,1963,Cleopatra ,/wiki/Cleopatra_(1963_film),False,"{'Domestic': '$57,777,778', 'International': 'N/A', 'Worldwide': '$57,777,778'}"
240,1964,My Fair Lady ,/wiki/My_Fair_Lady_(film),True,"{'Domestic': '$72,560,711', 'International': '$71,942', 'Worldwide': '$72,632,653'}"
241,1964,Becket ,/wiki/Becket_(1964_film),False,"{'Domestic': '$149,327', 'International': 'N/A', 'Worldwide': '$149,327'}"
242,1964,Dr. Strangelove,/wiki/Dr._Strangelove,False,"{'Domestic': '$9,440,272', 'International': '$83,192', 'Worldwide': '$9,523,464'}"
243,1964,Mary Poppins ,/wiki/Mary_Poppins_(film),False,"{'Domestic': '$102,272,727', 'International': '$809,653', 'Worldwide': '$103,082,380'}"
244,1964,Zorba the Greek ,/wiki/Zorba_the_Greek_(film),False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
245,1965,The Sound of Music ,/wiki/The_Sound_of_Music_(film),True,"{'Domestic': '$159,287,539', 'International': '$150,205', 'Worldwide': '$159,437,744'}"
246,1965,Darling ,/wiki/Darling_(1965_film),False,"{'Domestic': '$45,309,403', 'International': '$42,300,000', 'Worldwide': '$87,609,403'}"
247,1965,Doctor Zhivago ,/wiki/Doctor_Zhivago_(film),False,"{'Domestic': '$111,721,910', 'International': '$200,232', 'Worldwide': '$111,922,142'}"
248,1965,Ship of Fools ,/wiki/Ship_of_Fools_(film),False,"{'Domestic': '$2,198,044', 'International': 'N/A', 'Worldwide': '$2,198,044'}"
249,1965,A Thousand Clowns,/wiki/A_Thousand_Clowns,False,"{'Domestic': '$3,400,020', 'International': '$27,191', 'Worldwide': '$3,427,211'}"
253,1966,The Sand Pebbles ,/wiki/The_Sand_Pebbles_(film),False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
254,1966,Who's Afraid of Virginia Woolf? ,/wiki/Who%27s_Afraid_of_Virginia_Woolf%3F_(film),False,"{'Domestic': '$28,000,000', 'International': '$5,068', 'Worldwide': '$28,005,068'}"
252,1966,"The Russians Are Coming, the Russians Are Coming","/wiki/The_Russians_Are_Coming,_the_Russians_Are_Coming",False,"{'Domestic': 'N/A', 'International': '$221,359', 'Worldwide': '$221,359'}"
250,1966,A Man for All Seasons ,/wiki/A_Man_for_All_Seasons_(1966_film),True,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
251,1966,Alfie ,/wiki/Alfie_(1966_film),False,"{'Domestic': '$13,399,812', 'International': '$21,661,070', 'Worldwide': '$35,060,882'}"
258,1967,The Graduate,/wiki/The_Graduate,False,"{'Domestic': '$104,945,305', 'International': '$69,703', 'Worldwide': '$105,015,008'}"
257,1967,Doctor Dolittle ,/wiki/Doctor_Dolittle_(1967_film),False,"{'Domestic': '$144,156,605', 'International': '$150,300,000', 'Worldwide': '$294,456,605'}"
259,1967,Guess Who's Coming to Dinner,/wiki/Guess_Who%27s_Coming_to_Dinner,False,"{'Domestic': '$56,666,667', 'International': 'N/A', 'Worldwide': '$56,666,667'}"
255,1967,In the Heat of the Night ,/wiki/In_the_Heat_of_the_Night_(film),True,"{'Domestic': 'N/A', 'International': '$27,669', 'Worldwide': '$27,669'}"
256,1967,Bonnie and Clyde ,/wiki/Bonnie_and_Clyde_(film),False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
260,1968,Oliver! ,/wiki/Oliver!_(film),True,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
261,1968,Funny Girl ,/wiki/Funny_Girl_(film),False,"{'Domestic': '$52,223,306', 'International': '$1,330', 'Worldwide': '$52,224,636'}"
262,1968,The Lion in Winter ,/wiki/The_Lion_in_Winter_(1968_film),False,"{'Domestic': '$18,177', 'International': 'N/A', 'Worldwide': '$18,177'}"
263,1968,"Rachel, Rachel","/wiki/Rachel,_Rachel",False,"{'Domestic': '$2,716,368', 'International': '$6,483,800', 'Worldwide': '$9,200,168'}"
264,1968,Romeo and Juliet ,/wiki/Romeo_and_Juliet_(1968_film),False,"{'Domestic': 'N/A', 'International': '$6,292', 'Worldwide': '$6,292'}"
268,1969,"Hello, Dolly! ","/wiki/Hello,_Dolly!_(film)",False,"{'Domestic': '$400,881', 'International': 'N/A', 'Worldwide': '$400,881'}"
267,1969,Butch Cassidy and the Sundance Kid,/wiki/Butch_Cassidy_and_the_Sundance_Kid,False,"{'Domestic': '$102,308,889', 'International': '$2,404', 'Worldwide': '$102,311,293'}"
269,1969,Z ,/wiki/Z_(1969_film),False,"{'Domestic': '$10,582,266', 'International': '$38,627,011', 'Worldwide': '$49,209,277'}"
265,1969,Midnight Cowboy,/wiki/Midnight_Cowboy,True,"{'Domestic': '$44,785,053', 'International': '$16,124', 'Worldwide': '$44,801,177'}"
266,1969,Anne of the Thousand Days,/wiki/Anne_of_the_Thousand_Days,False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
270,1970,Patton ,/wiki/Patton_(film),True,"{'Domestic': '$61,749,765', 'International': 'N/A', 'Worldwide': '$61,749,765'}"
271,1970,Airport ,/wiki/Airport_(1970_film),False,"{'Domestic': '$100,489,151', 'International': 'N/A', 'Worldwide': '$100,489,151'}"
272,1970,Five Easy Pieces,/wiki/Five_Easy_Pieces,False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
273,1970,Love Story ,/wiki/Love_Story_(1970_film),False,"{'Domestic': '$106,550,690', 'International': 'N/A', 'Worldwide': '$106,550,690'}"
274,1970,M*A*S*H ,/wiki/M*A*S*H_(film),False,"{'Domestic': '$81,600,000', 'International': 'N/A', 'Worldwide': '$81,600,000'}"
275,1971,The French Connection ,/wiki/The_French_Connection_(film),True,"{'Domestic': '$51,700,000', 'International': '$666', 'Worldwide': '$51,700,666'}"
276,1971,A Clockwork Orange ,/wiki/A_Clockwork_Orange_(film),False,"{'Domestic': '$26,617,553', 'International': '$342,821', 'Worldwide': '$26,960,374'}"
277,1971,Fiddler on the Roof ,/wiki/Fiddler_on_the_Roof_(film),False,"{'Domestic': '$10,404,330', 'International': '$1,127', 'Worldwide': '$10,405,457'}"
278,1971,The Last Picture Show,/wiki/The_Last_Picture_Show,False,"{'Domestic': '$29,133,000', 'International': '$13,131', 'Worldwide': '$29,146,131'}"
279,1971,Nicholas and Alexandra,/wiki/Nicholas_and_Alexandra,False,"{'Domestic': 'N/A', 'International': '$1,323,126', 'Worldwide': '$1,323,126'}"
283,1972,Sounder ,/wiki/Sounder_(film),False,"{'Domestic': 'N/A', 'International': '$2,562,285', 'Worldwide': '$2,562,285'}"
282,1972,The Emigrants ,/wiki/The_Emigrants_(film),False,"{'Domestic': 'N/A', 'International': '$587,351', 'Worldwide': '$587,351'}"
567,1972,The Godfather,/wiki/The_Godfather,True,"{'Domestic': '$136,381,073', 'International': '$113,960,743', 'Worldwide': '$250,341,816'}"
280,1972,Cabaret ,/wiki/Cabaret_(1972_film),False,"{'Domestic': 'N/A', 'International': '$108,405', 'Worldwide': '$108,405'}"
281,1972,Deliverance,/wiki/Deliverance,False,"{'Domestic': 'N/A', 'International': '$4,534', 'Worldwide': '$4,534'}"
284,1973,The Sting,/wiki/The_Sting,True,"{'Domestic': '$156,000,000', 'International': 'N/A', 'Worldwide': '$156,000,000'}"
285,1973,American Graffiti,/wiki/American_Graffiti,False,"{'Domestic': '$115,000,000', 'International': '$889', 'Worldwide': '$115,000,889'}"
286,1973,Cries and Whispers,/wiki/Cries_and_Whispers,False,"{'Domestic': 'N/A', 'International': '$26,968', 'Worldwide': '$26,968'}"
287,1973,A Touch of Class ,/wiki/A_Touch_of_Class_(film),False,"{'Domestic': '$22,026,369', 'International': 'N/A', 'Worldwide': '$22,026,369'}"
568,1973,The Exorcist,/wiki/The_Exorcist,False,"{'Domestic': '$19,134,717', 'International': '$47,097,175', 'Worldwide': '$66,231,892'}"
288,1974,The Godfather Part II,/wiki/The_Godfather_Part_II,True,"{'Domestic': '$47,834,595', 'International': '$127,324', 'Worldwide': '$47,961,919'}"
289,1974,Chinatown ,/wiki/Chinatown_(1974_film),False,"{'Domestic': '$29,200,000', 'International': '$26,502', 'Worldwide': '$29,226,502'}"
290,1974,The Conversation,/wiki/The_Conversation,False,"{'Domestic': '$4,671,805', 'International': '$24,924', 'Worldwide': '$4,696,729'}"
291,1974,Lenny ,/wiki/Lenny_(film),False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
292,1974,The Towering Inferno,/wiki/The_Towering_Inferno,False,"{'Domestic': '$116,000,000', 'International': 'N/A', 'Worldwide': '$116,000,000'}"
297,1975,Nashville ,/wiki/Nashville_(film),False,"{'Domestic': '$9,984,123', 'International': '$7,135', 'Worldwide': '$9,991,258'}"
295,1975,Dog Day Afternoon,/wiki/Dog_Day_Afternoon,False,"{'Domestic': '$50,000,000', 'International': 'N/A', 'Worldwide': '$50,000,000'}"
294,1975,Barry Lyndon,/wiki/Barry_Lyndon,False,"{'Domestic': 'N/A', 'International': '$234,077', 'Worldwide': '$234,077'}"
293,1975,One Flew Over the Cuckoo's Nest ,/wiki/One_Flew_Over_the_Cuckoo%27s_Nest_(film),True,"{'Domestic': '$108,981,275', 'International': '$133,542', 'Worldwide': '$109,114,817'}"
296,1975,Jaws ,/wiki/Jaws_(film),False,"{'Domestic': '$265,859,065', 'International': '$210,653,000', 'Worldwide': '$476,512,065'}"
300,1976,Bound for Glory ,/wiki/Bound_for_Glory_(1976_film),False,"{'Domestic': '$5,672,846', 'International': '$4,500,836', 'Worldwide': '$10,173,682'}"
301,1976,Network ,/wiki/Network_(1976_film),False,"{'Domestic': '$23,689,877', 'International': '$880', 'Worldwide': '$23,690,757'}"
302,1976,Taxi Driver,/wiki/Taxi_Driver,False,"{'Domestic': '$28,262,574', 'International': '$310,749', 'Worldwide': '$28,573,323'}"
298,1976,Rocky,/wiki/Rocky,True,"{'Domestic': '$117,235,147', 'International': '$15,255', 'Worldwide': '$117,250,402'}"
299,1976,All the President's Men ,/wiki/All_the_President%27s_Men_(film),False,"{'Domestic': '$70,600,000', 'International': 'N/A', 'Worldwide': '$70,600,000'}"
303,1977,Annie Hall,/wiki/Annie_Hall,True,"{'Domestic': '$38,251,425', 'International': '$36,603', 'Worldwide': '$38,288,028'}"
304,1977,The Goodbye Girl,/wiki/The_Goodbye_Girl,False,"{'Domestic': '$65,705,771', 'International': '$32,299,895', 'Worldwide': '$98,005,666'}"
305,1977,Julia ,/wiki/Julia_(1977_film),False,"{'Domestic': '$20,714,400', 'International': 'N/A', 'Worldwide': '$20,714,400'}"
306,1977,Star Wars ,/wiki/Star_Wars_(film),False,"{'Domestic': '$460,998,507', 'International': '$195,751,992', 'Worldwide': '$775,398,007'}"
307,1977,The Turning Point ,/wiki/The_Turning_Point_(1977_film),False,"{'Domestic': '$25,933,445', 'International': 'N/A', 'Worldwide': '$25,933,445'}"
311,1978,Midnight Express ,/wiki/Midnight_Express_(film),False,"{'Domestic': '$35,000,000', 'International': 'N/A', 'Worldwide': '$35,000,000'}"
312,1978,An Unmarried Woman,/wiki/An_Unmarried_Woman,False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
309,1978,Coming Home ,/wiki/Coming_Home_(1978_film),False,"{'Domestic': '$32,653,905', 'International': 'N/A', 'Worldwide': '$32,653,905'}"
308,1978,The Deer Hunter,/wiki/The_Deer_Hunter,True,"{'Domestic': '$48,979,328', 'International': '$95,051', 'Worldwide': '$49,074,379'}"
310,1978,Heaven Can Wait ,/wiki/Heaven_Can_Wait_(1978_film),False,"{'Domestic': '$81,640,278', 'International': 'N/A', 'Worldwide': '$81,640,278'}"
313,1979,Kramer vs. Kramer,/wiki/Kramer_vs._Kramer,True,"{'Domestic': '$106,260,000', 'International': 'N/A', 'Worldwide': '$106,260,000'}"
314,1979,All That Jazz ,/wiki/All_That_Jazz_(film),False,"{'Domestic': '$37,823,676', 'International': 'N/A', 'Worldwide': '$37,823,676'}"
315,1979,Apocalypse Now,/wiki/Apocalypse_Now,False,"{'Domestic': '$96,042,913', 'International': '$8,837,955', 'Worldwide': '$104,880,868'}"
316,1979,Breaking Away,/wiki/Breaking_Away,False,"{'Domestic': '$16,424,918', 'International': 'N/A', 'Worldwide': '$16,424,918'}"
317,1979,Norma Rae,/wiki/Norma_Rae,False,"{'Domestic': '$22,228,000', 'International': 'N/A', 'Worldwide': '$22,228,000'}"
318,1980,Ordinary People,/wiki/Ordinary_People,True,"{'Domestic': '$54,766,923', 'International': 'N/A', 'Worldwide': '$54,766,923'}"
319,1980,Coal Miner's Daughter ,/wiki/Coal_Miner%27s_Daughter_(film),False,"{'Domestic': '$67,182,787', 'International': 'N/A', 'Worldwide': '$67,182,787'}"
320,1980,The Elephant Man ,/wiki/The_Elephant_Man_(film),False,"{'Domestic': '$26,010,864', 'International': '$12,996', 'Worldwide': '$26,023,860'}"
321,1980,Raging Bull,/wiki/Raging_Bull,False,"{'Domestic': '$23,383,987', 'International': '$19,925', 'Worldwide': '$23,403,912'}"
322,1980,Tess ,/wiki/Tess_(1979_film),False,"{'Domestic': '$20,093,330', 'International': '$7,917', 'Worldwide': '$20,101,247'}"
326,1981,Reds ,/wiki/Reds_(film),False,"{'Domestic': '$40,382,659', 'International': '$129', 'Worldwide': '$40,382,788'}"
569,1981,Raiders of the Lost Ark,/wiki/Raiders_of_the_Lost_Ark,False,"{'Domestic': '$248,159,971', 'International': '$141,766,000', 'Worldwide': '$389,925,971'}"
323,1981,Chariots of Fire,/wiki/Chariots_of_Fire,True,"{'Domestic': '$58,972,904', 'International': '$330,455', 'Worldwide': '$59,303,359'}"
324,1981,Atlantic City ,/wiki/Atlantic_City_(1980_film),False,"{'Domestic': '$12,729,675', 'International': 'N/A', 'Worldwide': '$12,729,675'}"
325,1981,On Golden Pond ,/wiki/On_Golden_Pond_(1981_film),False,"{'Domestic': '$119,285,432', 'International': 'N/A', 'Worldwide': '$119,285,432'}"
327,1982,Gandhi ,/wiki/Gandhi_(film),True,"{'Domestic': '$52,767,889', 'International': 'N/A', 'Worldwide': '$52,767,889'}"
570,1982,E.T. the Extra-Terrestrial,/wiki/E.T._the_Extra-Terrestrial,False,"{'Domestic': '$437,141,279', 'International': '$304,203,888', 'Worldwide': '$792,910,554'}"
330,1982,The Verdict,/wiki/The_Verdict,False,"{'Domestic': '$53,977,250', 'International': '$16,488', 'Worldwide': '$53,993,738'}"
328,1982,Missing ,/wiki/Missing_(1982_film),False,"{'Domestic': '$32,502,025', 'International': '$16,065,993', 'Worldwide': '$48,568,018'}"
329,1982,Tootsie,/wiki/Tootsie,False,"{'Domestic': '$177,200,000', 'International': '$271', 'Worldwide': '$177,200,271'}"
333,1983,The Dresser ,/wiki/The_Dresser_(1983_film),False,"{'Domestic': '$5,310,748', 'International': 'N/A', 'Worldwide': '$5,310,748'}"
334,1983,The Right Stuff ,/wiki/The_Right_Stuff_(film),False,"{'Domestic': '$21,192,102', 'International': '$213', 'Worldwide': '$21,192,315'}"
335,1983,Tender Mercies,/wiki/Tender_Mercies,False,"{'Domestic': '$8,443,124', 'International': 'N/A', 'Worldwide': '$8,443,124'}"
331,1983,Terms of Endearment,/wiki/Terms_of_Endearment,True,"{'Domestic': '$108,423,489', 'International': '$260', 'Worldwide': '$108,423,749'}"
332,1983,The Big Chill ,/wiki/The_Big_Chill_(film),False,"{'Domestic': '$56,399,659', 'International': 'N/A', 'Worldwide': '$56,399,659'}"
336,1984,Amadeus ,/wiki/Amadeus_(film),True,"{'Domestic': '$51,973,029', 'International': '$93,762', 'Worldwide': '$52,066,791'}"
337,1984,The Killing Fields ,/wiki/The_Killing_Fields_(film),False,"{'Domestic': '$34,700,291', 'International': 'N/A', 'Worldwide': '$34,700,291'}"
338,1984,A Passage to India ,/wiki/A_Passage_to_India_(film),False,"{'Domestic': '$27,187,653', 'International': '$13,834', 'Worldwide': '$27,201,487'}"
339,1984,Places in the Heart,/wiki/Places_in_the_Heart,False,"{'Domestic': '$34,901,614', 'International': 'N/A', 'Worldwide': '$34,901,614'}"
340,1984,A Soldier's Story,/wiki/A_Soldier%27s_Story,False,"{'Domestic': '$21,821,347', 'International': 'N/A', 'Worldwide': '$21,821,347'}"
343,1985,Kiss of the Spider Woman ,/wiki/Kiss_of_the_Spider_Woman_(film),False,"{'Domestic': '$17,005,229', 'International': '$4,425', 'Worldwide': '$17,009,654'}"
344,1985,Prizzi's Honor,/wiki/Prizzi%27s_Honor,False,"{'Domestic': '$26,657,534', 'International': 'N/A', 'Worldwide': '$26,657,534'}"
342,1985,The Color Purple ,/wiki/The_Color_Purple_(1985_film),False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
341,1985,Out of Africa ,/wiki/Out_of_Africa_(film),True,"{'Domestic': '$87,071,205', 'International': '$140,443,000', 'Worldwide': '$227,514,205'}"
345,1985,Witness ,/wiki/Witness_(1985_film),False,"{'Domestic': '$68,706,993', 'International': 'N/A', 'Worldwide': '$68,706,993'}"
347,1986,Children of a Lesser God ,/wiki/Children_of_a_Lesser_God_(film),False,"{'Domestic': '$31,853,080', 'International': 'N/A', 'Worldwide': '$31,853,080'}"
348,1986,Hannah and Her Sisters,/wiki/Hannah_and_Her_Sisters,False,"{'Domestic': '$40,084,041', 'International': 'N/A', 'Worldwide': '$40,084,041'}"
349,1986,The Mission ,/wiki/The_Mission_(1986_film),False,"{'Domestic': '$17,218,023', 'International': '$284,476', 'Worldwide': '$17,502,499'}"
350,1986,A Room with a View ,/wiki/A_Room_with_a_View_(1985_film),False,"{'Domestic': '$20,966,644', 'International': '$74,809', 'Worldwide': '$21,041,453'}"
346,1986,Platoon ,/wiki/Platoon_(film),True,"{'Domestic': '$138,530,565', 'International': '$15,067', 'Worldwide': '$138,545,632'}"
351,1987,The Last Emperor,/wiki/The_Last_Emperor,True,"{'Domestic': '$43,984,230', 'International': '$9,639', 'Worldwide': '$43,993,869'}"
352,1987,Broadcast News ,/wiki/Broadcast_News_(film),False,"{'Domestic': '$51,249,404', 'International': '$16,081,905', 'Worldwide': '$67,331,309'}"
353,1987,Hope and Glory ,/wiki/Hope_and_Glory_(film),False,"{'Domestic': '$10,021,120', 'International': 'N/A', 'Worldwide': '$10,021,120'}"
354,1987,Moonstruck,/wiki/Moonstruck,False,"{'Domestic': '$80,640,528', 'International': '$1,689', 'Worldwide': '$80,642,217'}"
571,1987,Fatal Attraction,/wiki/Fatal_Attraction,False,"{'Domestic': '$156,645,693', 'International': '$163,500,000', 'Worldwide': '$320,145,693'}"
572,1988,Rain Man,/wiki/Rain_Man,True,"{'Domestic': '$172,825,435', 'International': '$182,000,000', 'Worldwide': '$354,825,435'}"
358,1988,Working Girl,/wiki/Working_Girl,False,"{'Domestic': '$63,779,477', 'International': '$39,173,635', 'Worldwide': '$102,953,112'}"
355,1988,The Accidental Tourist ,/wiki/The_Accidental_Tourist_(film),False,"{'Domestic': '$32,632,093', 'International': 'N/A', 'Worldwide': '$32,632,093'}"
356,1988,Dangerous Liaisons,/wiki/Dangerous_Liaisons,False,"{'Domestic': '$34,670,720', 'International': 'N/A', 'Worldwide': '$34,670,720'}"
357,1988,Mississippi Burning,/wiki/Mississippi_Burning,False,"{'Domestic': '$34,603,943', 'International': 'N/A', 'Worldwide': '$34,603,943'}"
362,1989,Field of Dreams,/wiki/Field_of_Dreams,False,"{'Domestic': '$64,431,625', 'International': '$20,000,000', 'Worldwide': '$84,431,625'}"
360,1989,Born on the Fourth of July ,/wiki/Born_on_the_Fourth_of_July_(film),False,"{'Domestic': '$70,001,698', 'International': '$91,000,000', 'Worldwide': '$161,001,698'}"
361,1989,Dead Poets Society,/wiki/Dead_Poets_Society,False,"{'Domestic': '$95,860,116', 'International': '$140,000,000', 'Worldwide': '$235,860,116'}"
359,1989,Driving Miss Daisy,/wiki/Driving_Miss_Daisy,True,"{'Domestic': '$106,593,296', 'International': '$39,200,000', 'Worldwide': '$145,793,296'}"
363,1989,My Left Foot,/wiki/My_Left_Foot,False,"{'Domestic': '$14,743,391', 'International': 'N/A', 'Worldwide': '$14,743,391'}"
365,1990,Ghost ,/wiki/Ghost_(1990_film),False,"{'Domestic': '$217,631,306', 'International': '$288,072,251', 'Worldwide': '$505,703,557'}"
364,1990,Awakenings,/wiki/Awakenings,False,"{'Domestic': '$52,096,475', 'International': 'N/A', 'Worldwide': '$52,096,475'}"
367,1990,Goodfellas,/wiki/Goodfellas,False,"{'Domestic': '$46,909,721', 'International': '$127,063', 'Worldwide': '$47,036,784'}"
573,1990,Dances with Wolves,/wiki/Dances_with_Wolves,True,"{'Domestic': '$184,208,848', 'International': '$240,000,000', 'Worldwide': '$424,208,848'}"
366,1990,The Godfather Part III,/wiki/The_Godfather_Part_III,False,"{'Domestic': '$66,761,392', 'International': '$70,100,000', 'Worldwide': '$136,861,392'}"
369,1991,Beauty and the Beast ,/wiki/Beauty_and_the_Beast_(1991_film),False,"{'Domestic': '$504,481,165', 'International': '$761,634,799', 'Worldwide': '$1,266,115,964'}"
368,1991,The Silence of the Lambs ,/wiki/The_Silence_of_the_Lambs_(film),True,"{'Domestic': '$130,742,922', 'International': '$142,000,000', 'Worldwide': '$272,742,922'}"
370,1991,Bugsy,/wiki/Bugsy,False,"{'Domestic': '$49,114,016', 'International': 'N/A', 'Worldwide': '$49,114,016'}"
371,1991,JFK ,/wiki/JFK_(film),False,"{'Domestic': '$70,405,498', 'International': '$135,000,000', 'Worldwide': '$205,405,498'}"
372,1991,The Prince of Tides,/wiki/The_Prince_of_Tides,False,"{'Domestic': '$74,787,599', 'International': 'N/A', 'Worldwide': '$74,787,599'}"
377,1992,Scent of a Woman ,/wiki/Scent_of_a_Woman_(1992_film),False,"{'Domestic': '$63,095,253', 'International': '$71,000,000', 'Worldwide': '$134,095,253'}"
375,1992,A Few Good Men,/wiki/A_Few_Good_Men,False,"{'Domestic': '$141,340,178', 'International': '$101,900,000', 'Worldwide': '$243,240,178'}"
373,1992,Unforgiven,/wiki/Unforgiven,True,"{'Domestic': '$101,167,799', 'International': '$58,000,000', 'Worldwide': '$159,167,799'}"
374,1992,The Crying Game,/wiki/The_Crying_Game,False,"{'Domestic': '$62,548,947', 'International': 'N/A', 'Worldwide': '$62,548,947'}"
376,1992,Howards End ,/wiki/Howards_End_(film),False,"{'Domestic': '$26,126,837', 'International': '$214,899', 'Worldwide': '$26,341,736'}"
381,1993,The Piano,/wiki/The_Piano,False,"{'Domestic': '$40,157,856', 'International': '$27,700', 'Worldwide': '$40,185,556'}"
382,1993,The Remains of the Day ,/wiki/The_Remains_of_the_Day_(film),False,"{'Domestic': '$23,237,911', 'International': 'N/A', 'Worldwide': '$23,237,911'}"
380,1993,In the Name of the Father ,/wiki/In_the_Name_of_the_Father_(film),False,"{'Domestic': '$25,096,862', 'International': '$40,700,000', 'Worldwide': '$65,796,862'}"
379,1993,The Fugitive ,/wiki/The_Fugitive_(1993_film),False,"{'Domestic': '$183,875,760', 'International': '$185,000,000', 'Worldwide': '$368,875,760'}"
