,model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse,training_time_ms,predict_time_per_row_ms,algo
47,DeepLearning_1_AutoML_1_20230517_160832,0.4864354800660533,0.7465022100098644,0.1329307648890221,0.4367775418730832,0.4542550451924522,0.2063476460827968,116,0.038763,DeepLearning
48,DeepLearning_grid_3_AutoML_1_20230517_160832_model_21,0.4840764331210191,0.8448700600429196,0.1356344237472715,0.4463316820004718,0.4577004666240485,0.2094897171478717,2582,0.058256,DeepLearning
49,DeepLearning_grid_3_AutoML_1_20230517_160832_model_4,0.4838405284265157,1.1870587285909913,0.1491382962387494,0.4205001179523472,0.4445225179266552,0.1976002689438535,5553,0.074783,DeepLearning
50,GBM_grid_1_AutoML_1_20230517_160832_model_9,0.4793583392309506,0.4905717683235415,0.142713440825922,0.4222694031611229,0.3777377360833635,0.1426857972613848,75,0.034747,GBM
51,DeepLearning_grid_1_AutoML_1_20230517_160832_model_1,0.4793583392309506,1.067244774864211,0.1707885838689254,0.4649681528662421,0.4364692574748352,0.190505412720634,5124,0.053053,DeepLearning
52,DeepLearning_grid_1_AutoML_1_20230517_160832_model_4,0.4791224345364473,1.749439011170114,0.1378605201464962,0.4904458598726114,0.4415154587537557,0.1949359003185394,5182,0.038475,DeepLearning
53,GBM_grid_1_AutoML_1_20230517_160832_model_2,0.4765274828969096,0.5154588695777528,0.1490565399288283,0.5,0.3828369368211759,0.146564120194621,84,0.036107,GBM
54,GBM_grid_1_AutoML_1_20230517_160832_model_12,0.4732248171738617,0.553308358374722,0.1398316899973212,0.4692144373673036,0.3879147938091619,0.1504778872560046,110,0.024951,GBM
55,GBM_4_AutoML_1_20230517_160832,0.4729889124793583,0.5114618386643233,0.143562030695753,0.4350082566643077,0.3798187575995215,0.144262288624444,149,0.024652,GBM
56,GBM_grid_1_AutoML_1_20230517_160832_model_22,0.4718093890068413,0.4743440955871989,0.1320588133564008,0.4904458598726114,0.3734185337357562,0.1394414013373621,88,0.03984,GBM
57,DeepLearning_grid_2_AutoML_1_20230517_160832_model_8,0.4703939608398207,1.4236341748605046,0.2422525692371388,0.4201462609105921,0.4477733169244661,0.2005009433495384,15552,0.043504,DeepLearning
58,DeepLearning_grid_3_AutoML_1_20230517_160832_model_3,0.4682708185892899,0.9124735319562512,0.1441446169450646,0.4578910120311394,0.3908688744466406,0.1527784770111837,2639,0.04746,DeepLearning
59,DeepLearning_grid_3_AutoML_1_20230517_160832_model_12,0.4642604387827317,1.1640144916696986,0.1466140024038932,0.4378391129983486,0.4271218623454311,0.1824330852934294,5415,0.076118,DeepLearning
60,DeepLearning_grid_2_AutoML_1_20230517_160832_model_2,0.4635527246992215,0.8907092455204283,0.1577468091667056,0.5,0.4080961807212948,0.1665424927193077,2483,0.04583,DeepLearning
61,GBM_grid_1_AutoML_1_20230517_160832_model_15,0.4600141542816702,0.5184309271884758,0.1282025935957946,0.4608398207124321,0.3838028849076202,0.1473046544634119,125,0.051073,GBM
62,GBM_grid_1_AutoML_1_20230517_160832_model_7,0.4555319650861052,0.5011238640928577,0.1330724199456374,0.4968152866242038,0.3818788182532787,0.1458314318305206,79,0.030169,GBM
63,DeepLearning_grid_2_AutoML_1_20230517_160832_model_13,0.454352441613588,0.898342496776142,0.1363686582568632,0.4817173861759849,0.3826152500485429,0.146394429569709,5237,0.056924,DeepLearning
64,DeepLearning_grid_1_AutoML_1_20230517_160832_model_16,0.4517574899740504,2.2974476898624765,0.1387483407221076,0.4904458598726114,0.4530825510339366,0.2052837980514198,2778,0.05854,DeepLearning
65,DeepLearning_grid_2_AutoML_1_20230517_160832_model_21,0.4493984430290162,0.9400516240873596,0.1345244582041573,0.5,0.4409621258200244,0.194447596407715,2616,0.052482,DeepLearning
66,DeepLearning_grid_2_AutoML_1_20230517_160832_model_7,0.4491625383345128,0.9798095920686176,0.1799097644548705,0.4207360226468506,0.4073451540037024,0.1659300744902999,8478,0.084016,DeepLearning
67,DeepLearning_grid_3_AutoML_1_20230517_160832_model_10,0.4449162538334512,0.913033485182728,0.1451009566057632,0.4968152866242038,0.4089728762649277,0.1672588135204078,5518,0.100652,DeepLearning
68,GBM_grid_1_AutoML_1_20230517_160832_model_5,0.4447983014861995,0.5178640394767753,0.1311123126553536,0.443382873319179,0.3829136705387874,0.146622879085487,98,0.022499,GBM
69,DeepLearning_grid_3_AutoML_1_20230517_160832_model_2,0.4446803491389478,0.654846516325619,0.1436048400762998,0.4840764331210191,0.3777241602917311,0.1426755412680934,3665,0.059526,DeepLearning
70,DeepLearning_grid_3_AutoML_1_20230517_160832_model_6,0.4321774003302665,0.9255778590858516,0.2156231105048102,0.4364236848313281,0.3586615446210203,0.1286381035899361,10213,0.10997,DeepLearning
71,DeepLearning_grid_2_AutoML_1_20230517_160832_model_10,0.4298183533852324,1.3653097101486888,0.1301440146022288,0.4936305732484077,0.4530109522066112,0.2052189228191405,5377,0.083947,DeepLearning
72,GBM_grid_1_AutoML_1_20230517_160832_model_1,0.4284029252182117,0.5002722461978832,0.1262355106790026,0.4968152866242038,0.3770225796796304,0.1421460255882832,98,0.023326,GBM
73,DeepLearning_grid_2_AutoML_1_20230517_160832_model_17,0.4258079735786741,0.7845470436292724,0.1253019318092232,0.4936305732484077,0.3839947094834891,0.1474519369113092,3647,0.049925,DeepLearning
74,GBM_5_AutoML_1_20230517_160832,0.4147204529370135,0.5755283861147458,0.144189478186054,0.5,0.3872668388587832,0.1499756044796748,109,0.033661,GBM
75,DeepLearning_grid_2_AutoML_1_20230517_160832_model_11,0.411653691908469,1.269740779353475,0.1168303578160294,0.4892663364000944,0.4259468064263104,0.1814306819047727,2627,0.046707,DeepLearning
76,DeepLearning_grid_2_AutoML_1_20230517_160832_model_6,0.4076433121019109,0.9343057959024592,0.1197846504905063,0.5,0.3923806649909992,0.1539625862587787,5243,0.082196,DeepLearning
77,DeepLearning_grid_2_AutoML_1_20230517_160832_model_18,0.3904222694031611,1.111181922815414,0.1197212217716151,0.4872611464968153,0.3848854981580629,0.1481368466923802,4795,0.0408,DeepLearning
78,DeepLearning_grid_3_AutoML_1_20230517_160832_model_11,0.3861759849020995,0.7333691978601646,0.121341202101293,0.5,0.389381630575222,0.1516180542294186,2589,0.063695,DeepLearning
79,DeepLearning_grid_3_AutoML_1_20230517_160832_model_15,0.3826374144845482,1.1784430092539335,0.1133162534440615,0.4968152866242038,0.3886800933363413,0.1510722149559469,2666,0.109121,DeepLearning
80,DeepLearning_grid_2_AutoML_1_20230517_160832_model_15,0.3809860816230243,1.418015097738737,0.1136703447932215,0.5,0.4465970087132501,0.1994488881916228,2668,0.059841,DeepLearning
81,GBM_grid_1_AutoML_1_20230517_160832_model_4,0.3743807501769285,0.4918932383994,0.1100608773007264,0.4968152866242038,0.3768096138127349,0.1419854850617024,76,0.034177,GBM
82,GBM_grid_1_AutoML_1_20230517_160832_model_8,0.3727294173154046,0.5953149356360582,0.1197588457078946,0.4936305732484077,0.3927484971076849,0.1542513819803451,161,0.04897,GBM
83,DeepLearning_grid_2_AutoML_1_20230517_160832_model_22,0.3689549422033498,1.1096000265819637,0.1098059024974818,0.5,0.4097493811862348,0.1678945553825023,3933,0.058801,DeepLearning
84,GBM_grid_1_AutoML_1_20230517_160832_model_18,0.366831799952819,0.5969568579586896,0.1170261814918038,0.4808917197452229,0.386634377372714,0.1494861417663862,151,0.052817,GBM
85,GLM_1_AutoML_1_20230517_160832,0.3448926633640009,0.4779834033630455,0.1079252179848551,0.4936305732484077,0.3748638207645676,0.1405228841182098,83,0.036779,GLM
86,GBM_grid_1_AutoML_1_20230517_160832_model_20,0.283793347487615,0.5036989153708982,0.1011917432765463,0.4936305732484077,0.3771420155583927,0.1422360998994469,72,0.044912,GBM
87,DeepLearning_grid_3_AutoML_1_20230517_160832_model_22,0.2819061099315876,1.360793197834106,0.0958069536161352,0.5,0.3832242876843726,0.1468608546711948,3858,0.054315,DeepLearning
88,DeepLearning_grid_3_AutoML_1_20230517_160832_model_18,0.2811983958480774,0.7533278838035172,0.1130063613013585,0.5,0.3775337757304999,0.1425317518173274,3963,0.056891,DeepLearning
89,GBM_grid_1_AutoML_1_20230517_160832_model_11,0.2786034442085398,0.486506666912368,0.1003192084064578,0.5,0.3730864828463535,0.1391935236826624,70,0.030315,GBM
90,XRT_1_AutoML_1_20230517_160832,0.2679877329558858,0.4823005404163222,0.0989997008610984,0.4968152866242038,0.380136889062157,0.1445040544258546,102,0.044252,DRF
91,DeepLearning_grid_3_AutoML_1_20230517_160832_model_9,0.2533616418966737,1.0829718408664122,0.0948493836541737,0.5,0.4143546226715143,0.171689753329253,2664,0.046514,DeepLearning
92,DeepLearning_grid_3_AutoML_1_20230517_160832_model_17,0.2420382165605095,1.2420375670283144,0.091688032203513,0.5,0.3837981916049885,0.1473010518792595,3973,0.054339,DeepLearning
