,year,film,wiki,winner,rating,numVotes,worldwide_box_office,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film-noir,history,horror,music,musical,mystery,romance,sci-fi,sport,thriller,war,western,nominations,Oscar_win,nom_gg_drama,winner_gg_drama,nom_gg_comedy,winner_gg_comedy,nom_pga,winner_pga,nom_bafta,winner_bafta,nom_dga,winner_dga,nom_sag,winner_sag
385,2000,Gladiator ,/wiki/Gladiator_(2000_film),True,8.5,1532742.0,503162313,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0
386,2000,Chocolat ,/wiki/Chocolat_(2000_film),False,7.3,195845.0,152700626,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
387,2000,"Crouching Tiger, Hidden Dragon","/wiki/Crouching_Tiger,_Hidden_Dragon",False,8.0,1486.0,213977285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,1,0,1,0,1,1,0,0
388,2000,Erin Brockovich ,/wiki/Erin_Brockovich_(film),False,7.4,206398.0,256271286,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
389,2000,Traffic ,/wiki/Traffic_(2000_film),False,7.6,212423.0,207515725,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
390,2001,A Beautiful Mind ,/wiki/A_Beautiful_Mind_(film),True,8.2,948735.0,316791257,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0
391,2001,Gosford Park,/wiki/Gosford_Park,False,7.2,90392.0,87754044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,1,1
392,2001,In the Bedroom,/wiki/In_the_Bedroom,False,7.4,40938.0,44763181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,1,0
393,2001,The Lord of the Rings: The Fellowship of the Ring,/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring,False,8.8,1909585.0,898204420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,1,0,0,0,1,0,1,1,1,0,1,0
394,2001,Moulin Rouge!,/wiki/Moulin_Rouge!,False,7.6,290703.0,184935320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,1,1,1,1,1,0,1,0,1,0
395,2002,Chicago ,/wiki/Chicago_(2002_film),True,8.0,59923.0,306776732,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,1,0,0,1,1,0,0,0,0,0,0,0,0
396,2002,Gangs of New York,/wiki/Gangs_of_New_York,False,7.5,452792.0,193772504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,1,0,1,0,1,0,0,0
397,2002,The Hours ,/wiki/The_Hours_(film),False,7.5,134755.0,108846072,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
398,2002,The Lord of the Rings: The Two Towers,/wiki/The_Lord_of_the_Rings:_The_Two_Towers,False,8.8,1697780.0,947944270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0,0,0,1,0,1,0,1,0,1,0
399,2002,The Pianist ,/wiki/The_Pianist_(2002_film),False,8.5,853771.0,120072577,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
400,2003,The Lord of the Rings: The Return of the King,/wiki/The_Lord_of_the_Rings:_The_Return_of_the_King,True,9.0,1880701.0,1147633833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,1,1,1,0,0,1,1,1,1,1,1,1,1
401,2003,Lost in Translation ,/wiki/Lost_in_Translation_(film),False,7.7,466486.0,118686937,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,1,0,0,0,0,0,0,0,0
402,2003,Master and Commander: The Far Side of the World,/wiki/Master_and_Commander:_The_Far_Side_of_the_World,False,7.4,227829.0,211622535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,1,0,0,0,1,0,1,0,1,0,0,0
403,2003,Mystic River ,/wiki/Mystic_River_(film),False,7.9,466921.0,156595191,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
404,2003,Seabiscuit ,/wiki/Seabiscuit_(film),False,7.3,74983.0,148336445,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
405,2004,Million Dollar Baby,/wiki/Million_Dollar_Baby,True,8.1,698263.0,216763646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,1,0,0,0,1,0,0,0,1,1,1,0
406,2004,The Aviator ,/wiki/The_Aviator_(2004_film),False,7.5,370586.0,213719942,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
407,2004,Finding Neverland ,/wiki/Finding_Neverland_(film),False,7.7,208829.0,116650613,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
408,2004,Ray ,/wiki/Ray_(film),False,8.3,89664.0,123971376,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
409,2004,Sideways,/wiki/Sideways,False,7.5,195732.0,109706931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,1,1,1,0,0,0,1,0,1,1
410,2005,Crash ,/wiki/Crash_(2004_film),True,6.4,63233.0,2671855,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0
411,2005,Brokeback Mountain,/wiki/Brokeback_Mountain,False,7.7,366493.0,178062759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,1,1,0,0,1,1,1,1,1,1,1,0
412,2005,Capote ,/wiki/Capote_(film),False,7.3,136266.0,49327405,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,2005,"Good Night, and Good Luck","/wiki/Good_Night,_and_Good_Luck",False,7.4,99444.0,54641191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,1,0,1,0,1,0,1,0
414,2005,Munich ,/wiki/Munich_(2005_film),False,7.5,231817.0,130982129,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,2006,The Departed,/wiki/The_Departed,True,8.5,1351191.0,291480452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1,1,0,0,0,1,0,1,0,1,1,1,0
416,2006,Babel ,/wiki/Babel_(film),False,7.5,308766.0,135330182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
417,2006,Letters from Iwo Jima,/wiki/Letters_from_Iwo_Jima,False,7.9,165887.0,68673228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,2006,Little Miss Sunshine,/wiki/Little_Miss_Sunshine,False,7.8,493690.0,101058954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,1,0,1,1,1,0,1,0,1,1
419,2006,The Queen ,/wiki/The_Queen_(2006_film),False,8.6,487015.0,124923153,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
420,2007,No Country for Old Men,/wiki/No_Country_for_Old_Men,True,8.2,997439.0,171627434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1,1,0,0,0,1,1,1,0,1,1,1,1
421,2007,Atonement ,/wiki/Atonement_(2007_film),False,7.8,286842.0,131016624,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
422,2007,Juno ,/wiki/Juno_(film),False,7.5,532244.0,232372681,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
423,2007,Michael Clayton ,/wiki/Michael_Clayton_(film),False,7.2,169507.0,92991835,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
424,2007,There Will Be Blood,/wiki/There_Will_Be_Blood,False,8.2,600122.0,76182388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,1,0,0,0,1,0,1,0,1,0,0,0
425,2008,Slumdog Millionaire,/wiki/Slumdog_Millionaire,True,8.0,857226.0,378410542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,1,1,1,0,0,1,1,1,1,1,1,1,1
426,2008,The Curious Case of Benjamin Button ,/wiki/The_Curious_Case_of_Benjamin_Button_(film),False,7.8,666645.0,335802786,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
427,2008,Frost/Nixon ,/wiki/Frost/Nixon_(film),False,7.7,110097.0,27426335,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
428,2008,Milk ,/wiki/Milk_(2008_American_film),False,7.5,176098.0,54589558,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,2008,The Reader ,/wiki/The_Reader_(2008_film),False,7.6,251339.0,108902486,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
430,2009,The Hurt Locker,/wiki/The_Hurt_Locker,True,7.5,460137.0,49259766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,1,0,0,0,1,1,1,1,1,1,1,0
431,2009,Avatar ,/wiki/Avatar_(2009_film),False,7.7,376925.0,-2147483648,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
432,2009,The Blind Side ,/wiki/The_Blind_Side_(film),False,7.6,343450.0,309231694,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,2009,District 9,/wiki/District_9,False,7.9,693223.0,210888950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0
434,2009,An Education,/wiki/An_Education,False,7.3,136065.0,26096852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,1,0,1,0,0,0,1,0
435,2009,Inglourious Basterds,/wiki/Inglourious_Basterds,False,8.3,1485428.0,321457747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,1,0,0,0,1,0,0,0,1,0,1,1
436,2009,Precious ,/wiki/Precious_(film),False,7.3,113275.0,63649529,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
437,2009,A Serious Man,/wiki/A_Serious_Man,False,7.0,145663.0,31430334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,2009,Up ,/wiki/Up_(2009_film),False,8.3,1066883.0,735099102,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,2009,Up in the Air ,/wiki/Up_in_the_Air_(2009_film),False,7.4,341623.0,166842739,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
440,2010,The King's Speech,/wiki/The_King%27s_Speech,True,8.0,690511.0,484068861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,1,1,0,0,0,1,1,1,1,1,1,1,1
441,2010,Black Swan ,/wiki/Black_Swan_(film),False,8.0,787178.0,329398046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
442,2010,The Fighter,/wiki/The_Fighter,False,7.8,376098.0,129190869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,1,0,0,0,1,0,1,0
443,2010,Inception,/wiki/Inception,False,8.8,2403153.0,870110523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,1,0,0,0,1,0,1,0,1,0,0,0
444,2010,The Kids Are All Right ,/wiki/The_Kids_Are_All_Right_(film),False,7.0,132207.0,34758951,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,0,0,1,1,0,0,0,0,0,0,0,0
445,2010,127 Hours,/wiki/127_Hours,False,7.5,385614.0,60738797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0
446,2010,The Social Network,/wiki/The_Social_Network,False,7.8,720689.0,224920375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,1,1,0,0,1,0,1,0,1,0,1,0
447,2010,Toy Story 3,/wiki/Toy_Story_3,False,8.3,852115.0,1067316101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0
448,2010,True Grit ,/wiki/True_Grit_(2010_film),False,7.6,346416.0,252276927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,2010,Winter's Bone,/wiki/Winter%27s_Bone,False,7.1,145733.0,13796834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,2011,The Artist ,/wiki/The_Artist_(film),True,7.9,244636.0,133471171,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,1,0,0,1,1,0,0,0,0,0,0,0,0
451,2011,The Descendants,/wiki/The_Descendants,False,7.3,245160.0,177243185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,1,0,0,1,0,1,0,1,0,1,0
452,2011,Extremely Loud & Incredibly Close ,/wiki/Extremely_Loud_%26_Incredibly_Close_(film),False,6.9,103510.0,55247881,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,2011,The Help ,/wiki/The_Help_(film),False,8.1,471448.0,216639112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
454,2011,Hugo ,/wiki/Hugo_(film),False,7.5,328364.0,185770310,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
455,2011,Midnight in Paris,/wiki/Midnight_in_Paris,False,7.7,433605.0,151672318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,1,0,1,0,0,0,1,0,1,0
456,2011,Moneyball ,/wiki/Moneyball_(film),False,7.6,438146.0,110206216,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
457,2011,The Tree of Life ,/wiki/The_Tree_of_Life_(film),False,6.8,180237.0,58409247,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,2011,War Horse ,/wiki/War_Horse_(film),False,7.2,161086.0,177584879,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
459,2012,Argo ,/wiki/Argo_(2012_film),True,7.7,624042.0,232325503,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0
460,2012,Amour ,/wiki/Amour_(2012_film),False,7.6,5848.0,29664140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,2012,Beasts of the Southern Wild,/wiki/Beasts_of_the_Southern_Wild,False,7.2,84059.0,21107746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0
462,2012,Django Unchained,/wiki/Django_Unchained,False,8.4,1592500.0,426074373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0
463,2012,Life of Pi ,/wiki/Life_of_Pi_(film),False,7.9,644279.0,609016565,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
464,2012,Lincoln ,/wiki/Lincoln_(film),False,7.3,265354.0,275293450,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
465,2012,Silver Linings Playbook,/wiki/Silver_Linings_Playbook,False,7.7,720058.0,236412453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,1,0,1,0,0,0,0,0,1,0
466,2012,Zero Dark Thirty,/wiki/Zero_Dark_Thirty,False,7.4,308187.0,132820716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0,0,0,1,0,1,0,1,0,0,0
467,2013,12 Years a Slave ,/wiki/12_Years_a_Slave_(film),True,8.1,714599.0,187733202,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0
468,2013,American Hustle,/wiki/American_Hustle,False,7.2,487634.0,251171807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,1,1,0,1,0,1,0,1,1
469,2013,Captain Phillips ,/wiki/Captain_Phillips_(film),False,7.8,472252.0,218791811,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
470,2013,Dallas Buyers Club,/wiki/Dallas_Buyers_Club,False,7.9,498957.0,55198285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0
471,2013,Gravity ,/wiki/Gravity_(2013_film),False,7.7,839661.0,748049949,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
472,2013,Her ,/wiki/Her_(film),False,8.0,634291.0,48517427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
473,2013,Nebraska ,/wiki/Nebraska_(film),False,7.7,120183.0,27682872,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
474,2013,Philomena ,/wiki/Philomena_(film),False,7.6,101853.0,100129872,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
475,2013,The Wolf of Wall Street ,/wiki/The_Wolf_of_Wall_Street_(2013_film),False,8.2,1458210.0,406878233,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
476,2014,Birdman ,/wiki/Birdman_(film),True,7.7,644522.0,103215094,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0
477,2014,American Sniper,/wiki/American_Sniper,False,7.3,500701.0,547459020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,1,0,0,0,1,0,0,0
478,2014,Boyhood ,/wiki/Boyhood_(2014_film),False,7.9,359742.0,48137666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
479,2014,The Grand Budapest Hotel,/wiki/The_Grand_Budapest_Hotel,False,8.1,834412.0,173082189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,1,1,1,0,1,0,1,0,1,0
480,2014,The Imitation Game,/wiki/The_Imitation_Game,False,8.0,786691.0,233555708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,1,0,0,0,1,0,1,0,1,0,1,0
481,2014,Selma ,/wiki/Selma_(film),False,7.5,93187.0,67782762,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
482,2014,The Theory of Everything ,/wiki/The_Theory_of_Everything_(2014_film),False,7.7,462950.0,123726688,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
483,2014,Whiplash ,/wiki/Whiplash_(2014_film),False,8.5,900884.0,49396747,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2015,Spotlight ,/wiki/Spotlight_(film),True,8.1,481249.0,98690254,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0
485,2015,The Big Short ,/wiki/The_Big_Short_(film),False,7.8,445748.0,133440870,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
486,2015,Bridge of Spies ,/wiki/Bridge_of_Spies_(film),False,7.6,317865.0,165478348,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,2015,Brooklyn ,/wiki/Brooklyn_(film),False,8.4,331758.0,62402155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,2015,Mad Max: Fury Road,/wiki/Mad_Max:_Fury_Road,False,8.1,1025879.0,415261382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,1,0,0,0,1,0,0,0,1,0,0,0
489,2015,The Martian ,/wiki/The_Martian_(film),False,8.0,877293.0,630620818,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0,0,0,1,1,0,0,0,0,0,0,0,0
490,2015,The Revenant ,/wiki/The_Revenant_(2015_film),False,8.0,826071.0,532950503,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
491,2015,Room ,/wiki/Room_(2015_film),False,8.1,430907.0,35401758,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
492,2016,Moonlight ,/wiki/Moonlight_(2016_film),True,7.4,317509.0,65172611,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0
493,2016,Arrival ,/wiki/Arrival_(film),False,7.9,716903.0,203388186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,2016,Fences ,/wiki/Fences_(film),False,7.2,111985.0,64414761,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,2016,Hacksaw Ridge,/wiki/Hacksaw_Ridge,False,8.1,546213.0,180563636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0
496,2016,Hell or High Water ,/wiki/Hell_or_High_Water_(2016_film),False,7.6,238437.0,37999675,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
497,2016,Hidden Figures,/wiki/Hidden_Figures,False,7.8,239571.0,235956898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,1,0,0,0,0,0,1,1
498,2016,La La Land,/wiki/La_La_Land,False,8.0,612272.0,471983281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,1,1,0,0,1,1,1,1,0,0
499,2016,Lion ,/wiki/Lion_(2016_film),False,8.0,242287.0,140853810,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
500,2016,Manchester by the Sea ,/wiki/Manchester_by_the_Sea_(film),False,7.8,292956.0,78988148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
