,year,film,wiki,rating,numVotes,worldwide_box_office,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film-noir,game-show,history,horror,music,musical,mystery,news,reality-tv,romance,sci-fi,short,sport,talk-show,thriller,war,western
122,1954,The Country Girl ,/wiki/The_Country_Girl_(1954_film),7.2,6315.0,"$98,005,666",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123,1954,Seven Brides for Seven Brothers,/wiki/Seven_Brides_for_Seven_Brothers,7.3,25997.0,"$13,672",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,1954,Three Coins in the Fountain ,/wiki/Three_Coins_in_the_Fountain_(film),6.2,3571.0,"$46,808",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1955,Love Is a Many-Splendored Thing ,/wiki/Love_Is_a_Many-Splendored_Thing_(film),6.4,5166.0,"$30,330",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
126,1955,Picnic ,/wiki/Picnic_(1955_film),7.0,9268.0,"$4,534",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
127,1955,The Rose Tattoo ,/wiki/The_Rose_Tattoo_(film),6.9,4275.0,"$29,174,648",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
128,1956,Around the World in 80 Days ,/wiki/Around_the_World_in_80_Days_(1956_film),7.2,10809.0,"$72,178,895",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,1956,Giant ,/wiki/Giant_(1956_film),7.6,40537.0,"$32,855,818",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,1956,The King and I ,/wiki/The_King_and_I_(1956_film),7.4,27069.0,"$21,300,415",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
131,1956,The Ten Commandments ,/wiki/The_Ten_Commandments_(1956_film),7.9,74236.0,"$65,500,000",0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,1957,The Bridge on the River Kwai,/wiki/The_Bridge_on_the_River_Kwai,8.1,225058.0,"$27,200,000",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
133,1957,12 Angry Men ,/wiki/12_Angry_Men_(1957_film),9.0,810542.0,$955,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1957,Sayonara,/wiki/Sayonara,7.0,7148.0,"$50,888,729",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1957,Witness for the Prosecution ,/wiki/Witness_for_the_Prosecution_(1957_film),8.4,129180.0,"$7,693",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
136,1958,The Defiant Ones,/wiki/The_Defiant_Ones,7.6,16472.0,"$358,399",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1959,Ben-Hur ,/wiki/Ben-Hur_(1959_film),8.1,244786.0,"$74,437,720",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1959,Anatomy of a Murder,/wiki/Anatomy_of_a_Murder,8.0,68204.0,$194,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1959,The Diary of Anne Frank ,/wiki/The_Diary_of_Anne_Frank_(1959_film),7.4,13207.0,"$3,068,263",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1959,The Nun's Story ,/wiki/The_Nun%27s_Story_(film),7.5,11179.0,"$365,582,797",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
141,1960,The Apartment,/wiki/The_Apartment,8.3,185980.0,"$18,778,738",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
142,1960,The Alamo ,/wiki/The_Alamo_(1960_film),6.8,16655.0,"$6,334",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
143,1960,Elmer Gantry ,/wiki/Elmer_Gantry_(film),7.7,12179.0,$64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1960,Sons and Lovers ,/wiki/Sons_and_Lovers_(film),7.1,1682.0,"$414,351,546",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145,1961,West Side Story ,/wiki/West_Side_Story_(1961_film),7.2,88103.0,"$76,016,171",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
146,1961,Fanny ,/wiki/Fanny_(1961_film),6.8,2476.0,"$371,657",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1961,Judgment at Nuremberg,/wiki/Judgment_at_Nuremberg,8.3,79629.0,"$12,180",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1962,Lawrence of Arabia ,/wiki/Lawrence_of_Arabia_(film),8.3,300510.0,"$45,720,631",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
149,1962,To Kill a Mockingbird ,/wiki/To_Kill_a_Mockingbird_(film),8.3,321747.0,"$599,146",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1963,America America,/wiki/America_America,7.7,5743.0,"$370,569,774",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1963,How the West Was Won ,/wiki/How_the_West_Was_Won_(film),7.0,22025.0,"$76,729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152,1963,Lilies of the Field ,/wiki/Lilies_of_the_Field_(1963_film),7.5,12527.0,"$2,476,539",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,1964,My Fair Lady ,/wiki/My_Fair_Lady_(film),7.8,98305.0,"$72,632,653",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
154,1964,Becket ,/wiki/Becket_(1964_film),7.8,15266.0,"$149,327",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1964,Dr. Strangelove,/wiki/Dr._Strangelove,7.2,32.0,"$9,523,464",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1964,Mary Poppins ,/wiki/Mary_Poppins_(film),7.8,178103.0,"$103,082,380",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157,1965,The Sound of Music ,/wiki/The_Sound_of_Music_(film),8.1,244027.0,"$159,437,744",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
158,1965,Darling ,/wiki/Darling_(1965_film),6.2,113753.0,"$87,609,403",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159,1965,Doctor Zhivago ,/wiki/Doctor_Zhivago_(film),7.9,79217.0,"$111,922,142",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
160,1965,Ship of Fools ,/wiki/Ship_of_Fools_(film),7.0,6517.0,"$2,198,044",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1965,A Thousand Clowns,/wiki/A_Thousand_Clowns,7.3,3568.0,"$3,427,211",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
162,1966,Alfie ,/wiki/Alfie_(1966_film),6.2,53899.0,"$35,060,882",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
163,1966,"The Russians Are Coming, the Russians Are Coming","/wiki/The_Russians_Are_Coming,_the_Russians_Are_Coming",7.0,9316.0,"$221,359",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,1966,Who's Afraid of Virginia Woolf? ,/wiki/Who%27s_Afraid_of_Virginia_Woolf%3F_(film),8.0,77348.0,"$28,005,068",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1967,In the Heat of the Night ,/wiki/In_the_Heat_of_the_Night_(film),7.6,5649.0,"$27,669",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
166,1967,Doctor Dolittle ,/wiki/Doctor_Dolittle_(1967_film),5.4,99350.0,"$294,456,605",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1967,The Graduate,/wiki/The_Graduate,8.0,279183.0,"$105,015,008",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
168,1967,Guess Who's Coming to Dinner,/wiki/Guess_Who%27s_Coming_to_Dinner,7.8,46782.0,"$56,666,667",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
169,1968,Funny Girl ,/wiki/Funny_Girl_(film),7.3,23869.0,"$52,224,636",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
170,1968,The Lion in Winter ,/wiki/The_Lion_in_Winter_(1968_film),7.9,32541.0,"$18,177",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,1968,"Rachel, Rachel","/wiki/Rachel,_Rachel",7.1,3678.0,"$9,200,168",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
172,1968,Romeo and Juliet ,/wiki/Romeo_and_Juliet_(1968_film),7.6,33417.0,"$6,292",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
173,1969,Midnight Cowboy,/wiki/Midnight_Cowboy,7.8,114634.0,"$44,801,177",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1969,Butch Cassidy and the Sundance Kid,/wiki/Butch_Cassidy_and_the_Sundance_Kid,8.0,220258.0,"$102,311,293",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1969,"Hello, Dolly! ","/wiki/Hello,_Dolly!_(film)",7.0,16126.0,"$400,881",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
176,1969,Z ,/wiki/Z_(1969_film),8.2,29921.0,"$49,209,277",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1970,Patton ,/wiki/Patton_(film),7.9,104860.0,"$61,749,765",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
178,1970,Airport ,/wiki/Airport_(1970_film),6.6,20129.0,"$100,489,151",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
179,1970,Love Story ,/wiki/Love_Story_(1970_film),6.9,35647.0,"$106,550,690",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
180,1970,M*A*S*H ,/wiki/M*A*S*H_(film),8.4,59843.0,"$81,600,000",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
181,1971,The French Connection ,/wiki/The_French_Connection_(film),7.7,127344.0,"$51,700,666",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
182,1971,A Clockwork Orange ,/wiki/A_Clockwork_Orange_(film),8.3,846321.0,"$26,960,374",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
183,1971,Fiddler on the Roof ,/wiki/Fiddler_on_the_Roof_(film),8.0,45321.0,"$10,405,457",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
184,1971,The Last Picture Show,/wiki/The_Last_Picture_Show,8.0,49803.0,"$29,146,131",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
185,1971,Nicholas and Alexandra,/wiki/Nicholas_and_Alexandra,7.2,5252.0,"$1,323,126",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
186,1972,The Godfather,/wiki/The_Godfather,9.2,1901221.0,"$250,341,816",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
187,1972,Cabaret ,/wiki/Cabaret_(1972_film),7.8,57026.0,"$108,405",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
188,1972,Deliverance,/wiki/Deliverance,7.7,113602.0,"$4,534",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,1972,The Emigrants ,/wiki/The_Emigrants_(film),6.6,2037.0,"$587,351",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1972,Sounder ,/wiki/Sounder_(film),7.5,4533.0,"$2,562,285",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1973,The Sting,/wiki/The_Sting,8.3,268838.0,"$156,000,000",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1973,American Graffiti,/wiki/American_Graffiti,7.4,92993.0,"$115,000,889",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,1973,Cries and Whispers,/wiki/Cries_and_Whispers,8.0,156.0,"$26,968",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
194,1973,The Exorcist,/wiki/The_Exorcist,8.1,419343.0,"$66,231,892",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
195,1973,A Touch of Class ,/wiki/A_Touch_of_Class_(film),6.5,3301.0,"$22,026,369",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
196,1974,The Godfather Part II,/wiki/The_Godfather_Part_II,9.0,1296165.0,"$47,961,919",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1974,Chinatown ,/wiki/Chinatown_(1974_film),8.2,334051.0,"$29,226,502",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
198,1974,The Conversation,/wiki/The_Conversation,7.8,115409.0,"$4,696,729",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
199,1974,The Towering Inferno,/wiki/The_Towering_Inferno,7.0,45752.0,"$116,000,000",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200,1975,One Flew Over the Cuckoo's Nest ,/wiki/One_Flew_Over_the_Cuckoo%27s_Nest_(film),8.7,1026771.0,"$109,114,817",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1975,Barry Lyndon,/wiki/Barry_Lyndon,8.1,173059.0,"$234,077",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
202,1975,Dog Day Afternoon,/wiki/Dog_Day_Afternoon,8.0,262946.0,"$50,000,000",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1975,Jaws ,/wiki/Jaws_(film),8.1,622190.0,"$476,512,065",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
204,1975,Nashville ,/wiki/Nashville_(film),7.7,26514.0,"$9,991,258",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
205,1976,Rocky,/wiki/Rocky,8.1,595986.0,"$117,250,402",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,1976,All the President's Men ,/wiki/All_the_President%27s_Men_(film),7.9,119851.0,"$70,600,000",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
207,1976,Bound for Glory ,/wiki/Bound_for_Glory_(1976_film),7.3,5384.0,"$10,173,682",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
208,1976,Network ,/wiki/Network_(1976_film),8.1,163186.0,"$23,690,757",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1976,Taxi Driver,/wiki/Taxi_Driver,8.2,859335.0,"$28,573,323",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1977,Annie Hall,/wiki/Annie_Hall,8.0,269843.0,"$38,288,028",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211,1977,The Goodbye Girl,/wiki/The_Goodbye_Girl,7.4,15259.0,"$98,005,666",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
212,1977,Julia ,/wiki/Julia_(1977_film),8.3,9121.0,"$20,714,400",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,1977,Star Wars ,/wiki/Star_Wars_(film),7.0,21045.0,"$775,398,007",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
214,1977,The Turning Point ,/wiki/The_Turning_Point_(1977_film),6.8,4878.0,"$25,933,445",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
215,1978,The Deer Hunter,/wiki/The_Deer_Hunter,8.1,345782.0,"$49,074,379",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
216,1978,Coming Home ,/wiki/Coming_Home_(1978_film),7.3,14023.0,"$32,653,905",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
217,1978,Heaven Can Wait ,/wiki/Heaven_Can_Wait_(1978_film),6.9,22323.0,"$81,640,278",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
218,1978,Midnight Express ,/wiki/Midnight_Express_(film),7.5,83992.0,"$35,000,000",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
219,1979,Kramer vs. Kramer,/wiki/Kramer_vs._Kramer,7.8,149059.0,"$106,260,000",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
220,1979,All That Jazz ,/wiki/All_That_Jazz_(film),7.8,33356.0,"$37,823,676",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
221,1979,Apocalypse Now,/wiki/Apocalypse_Now,8.5,680101.0,"$104,880,868",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
222,1979,Breaking Away,/wiki/Breaking_Away,7.7,24433.0,"$16,424,918",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
223,1979,Norma Rae,/wiki/Norma_Rae,7.3,12155.0,"$22,228,000",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,1980,Ordinary People,/wiki/Ordinary_People,7.7,54202.0,"$54,766,923",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1980,Coal Miner's Daughter ,/wiki/Coal_Miner%27s_Daughter_(film),7.5,19545.0,"$67,182,787",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
226,1980,The Elephant Man ,/wiki/The_Elephant_Man_(film),8.2,247328.0,"$26,023,860",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,1980,Raging Bull,/wiki/Raging_Bull,8.1,361798.0,"$23,403,912",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
228,1980,Tess ,/wiki/Tess_(1979_film),7.3,17441.0,"$20,101,247",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
229,1981,Chariots of Fire,/wiki/Chariots_of_Fire,7.1,63236.0,"$59,303,359",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
230,1981,Atlantic City ,/wiki/Atlantic_City_(1980_film),7.3,17563.0,"$12,729,675",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
231,1981,On Golden Pond ,/wiki/On_Golden_Pond_(1981_film),7.6,32992.0,"$119,285,432",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,1981,Raiders of the Lost Ark,/wiki/Raiders_of_the_Lost_Ark,8.4,983092.0,"$389,925,971",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
233,1981,Reds ,/wiki/Reds_(film),7.3,23693.0,"$40,382,788",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
234,1982,Gandhi ,/wiki/Gandhi_(film),8.0,236045.0,"$52,767,889",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1982,E.T. the Extra-Terrestrial,/wiki/E.T._the_Extra-Terrestrial,7.9,419529.0,"$792,910,554",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
236,1982,Missing ,/wiki/Missing_(1982_film),7.1,28473.0,"$48,568,018",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
237,1982,Tootsie,/wiki/Tootsie,7.4,110342.0,"$177,200,271",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
238,1982,The Verdict,/wiki/The_Verdict,7.7,42737.0,"$53,993,738",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
239,1983,Terms of Endearment,/wiki/Terms_of_Endearment,7.4,62572.0,"$108,423,749",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
240,1983,The Big Chill ,/wiki/The_Big_Chill_(film),7.1,39246.0,"$56,399,659",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,1983,The Dresser ,/wiki/The_Dresser_(1983_film),7.5,5467.0,"$5,310,748",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,1983,The Right Stuff ,/wiki/The_Right_Stuff_(film),7.8,63106.0,"$21,192,315",0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,1983,Tender Mercies,/wiki/Tender_Mercies,7.3,11219.0,"$8,443,124",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,1984,Amadeus ,/wiki/Amadeus_(film),8.4,409043.0,"$52,066,791",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
245,1984,The Killing Fields ,/wiki/The_Killing_Fields_(film),7.8,57137.0,"$34,700,291",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
246,1984,A Passage to India ,/wiki/A_Passage_to_India_(film),7.3,19621.0,"$27,201,487",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,1984,Places in the Heart,/wiki/Places_in_the_Heart,7.4,12659.0,"$34,901,614",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,1984,A Soldier's Story,/wiki/A_Soldier%27s_Story,7.2,10773.0,"$21,821,347",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
249,1985,Out of Africa ,/wiki/Out_of_Africa_(film),7.1,82981.0,"$227,514,205",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
250,1985,Kiss of the Spider Woman ,/wiki/Kiss_of_the_Spider_Woman_(film),7.3,16686.0,"$17,009,654",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,1985,Prizzi's Honor,/wiki/Prizzi%27s_Honor,6.7,25391.0,"$26,657,534",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,1985,Witness ,/wiki/Witness_(1985_film),7.4,99282.0,"$68,706,993",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
253,1986,Platoon ,/wiki/Platoon_(film),8.1,422633.0,"$138,545,632",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
254,1986,Children of a Lesser God ,/wiki/Children_of_a_Lesser_God_(film),7.2,17827.0,"$31,853,080",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
255,1986,Hannah and Her Sisters,/wiki/Hannah_and_Her_Sisters,7.8,73255.0,"$40,084,041",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,1986,The Mission ,/wiki/The_Mission_(1986_film),7.4,63216.0,"$17,502,499",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
