,film,genres,rating,numVotes,year,wiki,winner,worldwide_box_office
274,Bonnie and Clyde ,"action,biography,crime,drama",7.7,116284.0,1967,/wiki/Bonnie_and_Clyde_(film),False,
275,Doctor Dolittle ,"comedy,family,fantasy",5.4,99350.0,1967,/wiki/Doctor_Dolittle_(1967_film),False,"$294,456,605"
276,The Graduate,"Comedy,Drama,Romance",8.0,279183.0,1967,/wiki/The_Graduate,False,"$105,015,008"
277,Guess Who's Coming to Dinner,"Adventure,Drama,Romance",7.8,46782.0,1967,/wiki/Guess_Who%27s_Coming_to_Dinner,False,"$56,666,667"
278,Oliver! ,"drama,family,musical",7.4,39921.0,1968,/wiki/Oliver!_(film),True,
279,Funny Girl ,"biography,comedy,drama,musical,romance",7.3,23869.0,1968,/wiki/Funny_Girl_(film),False,"$52,224,636"
280,The Lion in Winter ,"biography,drama,history",7.9,32541.0,1968,/wiki/The_Lion_in_Winter_(1968_film),False,"$18,177"
281,"Rachel, Rachel","Drama,Romance",7.1,3678.0,1968,"/wiki/Rachel,_Rachel",False,"$9,200,168"
282,Midnight Cowboy,"Comedy,Family",7.8,114634.0,1969,/wiki/Midnight_Cowboy,True,"$44,801,177"
283,Anne of the Thousand Days,"Biography,Drama,History",7.4,7796.0,1969,/wiki/Anne_of_the_Thousand_Days,False,
284,Butch Cassidy and the Sundance Kid,"Biography,Crime,Drama",8.0,220258.0,1969,/wiki/Butch_Cassidy_and_the_Sundance_Kid,False,"$102,311,293"
285,"Hello, Dolly! ","adventure,comedy,musical,romance",7.0,16126.0,1969,"/wiki/Hello,_Dolly!_(film)",False,"$400,881"
286,Z ,"comedy,drama",8.2,29921.0,1969,/wiki/Z_(1969_film),False,"$49,209,277"
287,Patton ,"biography,drama,war",7.9,104860.0,1970,/wiki/Patton_(film),True,"$61,749,765"
288,Airport ,"action,drama,thriller",6.6,20129.0,1970,/wiki/Airport_(1970_film),False,"$100,489,151"
289,Five Easy Pieces,"Crime,Drama,Mystery",7.4,38546.0,1970,/wiki/Five_Easy_Pieces,False,
290,Love Story ,"drama,romance",6.9,35647.0,1970,/wiki/Love_Story_(1970_film),False,"$106,550,690"
291,M*A*S*H ,"comedy,drama,war",8.4,59843.0,1970,/wiki/M*A*S*H_(film),False,"$81,600,000"
292,The French Connection ,"action,crime,drama,thriller",7.7,127344.0,1971,/wiki/The_French_Connection_(film),True,"$51,700,666"
293,A Clockwork Orange ,"crime,sci-fi",8.3,846321.0,1971,/wiki/A_Clockwork_Orange_(film),False,"$26,960,374"
294,Fiddler on the Roof ,"drama,family,musical,romance",8.0,45321.0,1971,/wiki/Fiddler_on_the_Roof_(film),False,"$10,405,457"
295,The Last Picture Show,"Horror,Short",8.0,49803.0,1971,/wiki/The_Last_Picture_Show,False,"$29,146,131"
296,Nicholas and Alexandra,"Biography,Documentary,Short",7.2,5252.0,1971,/wiki/Nicholas_and_Alexandra,False,"$1,323,126"
297,The Godfather,"Crime,Drama,Mystery",9.2,1901221.0,1972,/wiki/The_Godfather,True,"$250,341,816"
298,Cabaret ,"drama,music,musical,romance",7.8,57026.0,1972,/wiki/Cabaret_(1972_film),False,"$108,405"
299,Deliverance,"Action,Crime,Drama",7.7,113602.0,1972,/wiki/Deliverance,False,"$4,534"
300,The Emigrants ,"drama,history",6.6,2037.0,1972,/wiki/The_Emigrants_(film),False,"$587,351"
301,Sounder ,"action,comedy,crime",7.5,4533.0,1972,/wiki/Sounder_(film),False,"$2,562,285"
302,The Sting,"Comedy,Crime,Drama",8.3,268838.0,1973,/wiki/The_Sting,True,"$156,000,000"
303,American Graffiti,"Biography,Documentary",7.4,92993.0,1973,/wiki/American_Graffiti,False,"$115,000,889"
304,Cries and Whispers,"Comedy,Drama,Mystery",8.0,156.0,1973,/wiki/Cries_and_Whispers,False,"$26,968"
305,The Exorcist,"Drama,Horror,Mystery",8.1,419343.0,1973,/wiki/The_Exorcist,False,"$66,231,892"
306,A Touch of Class ,"comedy,romance",6.5,3301.0,1973,/wiki/A_Touch_of_Class_(film),False,"$22,026,369"
307,The Godfather Part II,"Crime,Drama",9.0,1296165.0,1974,/wiki/The_Godfather_Part_II,True,"$47,961,919"
308,Chinatown ,"drama,mystery,thriller",8.2,334051.0,1974,/wiki/Chinatown_(1974_film),False,"$29,226,502"
309,The Conversation,"Drama,Horror,Short",7.8,115409.0,1974,/wiki/The_Conversation,False,"$4,696,729"
310,Lenny ,"biography,drama",7.6,16725.0,1974,/wiki/Lenny_(film),False,
311,The Towering Inferno,"Action,Drama,Thriller",7.0,45752.0,1974,/wiki/The_Towering_Inferno,False,"$116,000,000"
312,One Flew Over the Cuckoo's Nest ,drama,8.7,1026771.0,1975,/wiki/One_Flew_Over_the_Cuckoo%27s_Nest_(film),True,"$109,114,817"
313,Barry Lyndon,"Adventure,Drama,War",8.1,173059.0,1975,/wiki/Barry_Lyndon,False,"$234,077"
314,Dog Day Afternoon,"Adventure,Animation,Comedy",8.0,262946.0,1975,/wiki/Dog_Day_Afternoon,False,"$50,000,000"
315,Jaws ,"adventure,mystery,thriller",8.1,622190.0,1975,/wiki/Jaws_(film),False,"$476,512,065"
316,Nashville ,"comedy,drama,music",7.7,26514.0,1975,/wiki/Nashville_(film),False,"$9,991,258"
317,Rocky,"Comedy,Family,Fantasy",8.1,595986.0,1976,/wiki/Rocky,True,"$117,250,402"
318,All the President's Men ,"drama,history,thriller",7.9,119851.0,1976,/wiki/All_the_President%27s_Men_(film),False,"$70,600,000"
319,Bound for Glory ,"drama,history,war,western",7.3,5384.0,1976,/wiki/Bound_for_Glory_(1976_film),False,"$10,173,682"
320,Network ,drama,8.1,163186.0,1976,/wiki/Network_(1976_film),False,"$23,690,757"
321,Taxi Driver,"Drama,Fantasy,Horror",8.2,859335.0,1976,/wiki/Taxi_Driver,False,"$28,573,323"
322,Annie Hall,"Documentary,Short",8.0,269843.0,1977,/wiki/Annie_Hall,True,"$38,288,028"
323,The Goodbye Girl,"Comedy,Drama,Romance",7.4,15259.0,1977,/wiki/The_Goodbye_Girl,False,"$98,005,666"
324,Julia ,drama,8.3,9121.0,1977,/wiki/Julia_(1977_film),False,"$20,714,400"
325,Star Wars ,"action,adventure,fantasy,sci-fi",7.0,21045.0,1977,/wiki/Star_Wars_(film),False,"$775,398,007"
326,The Turning Point ,"drama,music,romance",6.8,4878.0,1977,/wiki/The_Turning_Point_(1977_film),False,"$25,933,445"
327,The Deer Hunter,"Comedy,Drama,Horror",8.1,345782.0,1978,/wiki/The_Deer_Hunter,True,"$49,074,379"
328,Coming Home ,"drama,romance,war",7.3,14023.0,1978,/wiki/Coming_Home_(1978_film),False,"$32,653,905"
329,Midnight Express ,"biography,crime,drama,thriller",7.5,83992.0,1978,/wiki/Midnight_Express_(film),False,"$35,000,000"
330,An Unmarried Woman,"Comedy,Drama,Romance",7.1,5645.0,1978,/wiki/An_Unmarried_Woman,False,
331,Kramer vs. Kramer,"Crime,Drama,Reality-TV",7.8,149059.0,1979,/wiki/Kramer_vs._Kramer,True,"$106,260,000"
332,All That Jazz ,"drama,music,musical",7.8,33356.0,1979,/wiki/All_That_Jazz_(film),False,"$37,823,676"
333,Apocalypse Now,"Drama,Mystery,War",8.5,680101.0,1979,/wiki/Apocalypse_Now,False,"$104,880,868"
334,Breaking Away,"Crime,Documentary,Mystery",7.7,24433.0,1979,/wiki/Breaking_Away,False,"$16,424,918"
335,Norma Rae,"Action,Crime,Drama",7.3,12155.0,1979,/wiki/Norma_Rae,False,"$22,228,000"
336,Ordinary People,"Adventure,Comedy,Drama",7.7,54202.0,1980,/wiki/Ordinary_People,True,"$54,766,923"
337,Coal Miner's Daughter ,"biography,drama,music",7.5,19545.0,1980,/wiki/Coal_Miner%27s_Daughter_(film),False,"$67,182,787"
338,The Elephant Man ,"biography,drama",8.2,247328.0,1980,/wiki/The_Elephant_Man_(film),False,"$26,023,860"
339,Raging Bull,"Biography,Drama,Sport",8.1,361798.0,1980,/wiki/Raging_Bull,False,"$23,403,912"
340,Tess ,"drama,romance",7.3,17441.0,1980,/wiki/Tess_(1979_film),False,"$20,101,247"
341,Chariots of Fire,"Biography,Drama,Sport",7.1,63236.0,1981,/wiki/Chariots_of_Fire,True,"$59,303,359"
342,Atlantic City ,"crime,drama,romance",7.3,17563.0,1981,/wiki/Atlantic_City_(1980_film),False,"$12,729,675"
343,On Golden Pond ,drama,7.6,32992.0,1981,/wiki/On_Golden_Pond_(1981_film),False,"$119,285,432"
344,Raiders of the Lost Ark,"Animation,Comedy,Short",8.4,983092.0,1981,/wiki/Raiders_of_the_Lost_Ark,False,"$389,925,971"
345,Reds ,"biography,drama,history,romance",7.3,23693.0,1981,/wiki/Reds_(film),False,"$40,382,788"
346,Gandhi ,"biography,drama,history",8.0,236045.0,1982,/wiki/Gandhi_(film),True,"$52,767,889"
347,E.T. the Extra-Terrestrial,"Adventure,Family,Sci-Fi",7.9,419529.0,1982,/wiki/E.T._the_Extra-Terrestrial,False,"$792,910,554"
348,Missing ,"drama,mystery,thriller",7.1,28473.0,1982,/wiki/Missing_(1982_film),False,"$48,568,018"
349,Tootsie,"Comedy,Drama,Romance",7.4,110342.0,1982,/wiki/Tootsie,False,"$177,200,271"
350,The Verdict,"Drama,Romance,Short",7.7,42737.0,1982,/wiki/The_Verdict,False,"$53,993,738"
351,Terms of Endearment,"Comedy,Drama,Mystery",7.4,62572.0,1983,/wiki/Terms_of_Endearment,True,"$108,423,749"
352,The Big Chill ,"comedy,drama",7.1,39246.0,1983,/wiki/The_Big_Chill_(film),False,"$56,399,659"
353,The Dresser ,drama,7.5,5467.0,1983,/wiki/The_Dresser_(1983_film),False,"$5,310,748"
354,The Right Stuff ,"adventure,biography,drama,history",7.8,63106.0,1983,/wiki/The_Right_Stuff_(film),False,"$21,192,315"
355,Tender Mercies,"Crime,Drama",7.3,11219.0,1983,/wiki/Tender_Mercies,False,"$8,443,124"
356,Amadeus ,"biography,drama,music",8.4,409043.0,1984,/wiki/Amadeus_(film),True,"$52,066,791"
357,The Killing Fields ,"biography,drama,history,war",7.8,57137.0,1984,/wiki/The_Killing_Fields_(film),False,"$34,700,291"
358,A Passage to India ,"adventure,drama,history",7.3,19621.0,1984,/wiki/A_Passage_to_India_(film),False,"$27,201,487"
359,Places in the Heart,Drama,7.4,12659.0,1984,/wiki/Places_in_the_Heart,False,"$34,901,614"
360,A Soldier's Story,"Crime,Drama,Mystery",7.2,10773.0,1984,/wiki/A_Soldier%27s_Story,False,"$21,821,347"
361,Out of Africa ,"biography,drama,romance",7.1,82981.0,1985,/wiki/Out_of_Africa_(film),True,"$227,514,205"
362,Kiss of the Spider Woman ,drama,7.3,16686.0,1985,/wiki/Kiss_of_the_Spider_Woman_(film),False,"$17,009,654"
363,Prizzi's Honor,"Comedy,Crime,Drama",6.7,25391.0,1985,/wiki/Prizzi%27s_Honor,False,"$26,657,534"
364,Witness ,"drama,romance,thriller",7.4,99282.0,1985,/wiki/Witness_(1985_film),False,"$68,706,993"
365,Platoon ,"drama,war",8.1,422633.0,1986,/wiki/Platoon_(film),True,"$138,545,632"
366,Children of a Lesser God ,"drama,romance",7.2,17827.0,1986,/wiki/Children_of_a_Lesser_God_(film),False,"$31,853,080"
367,Hannah and Her Sisters,"Comedy,Drama",7.8,73255.0,1986,/wiki/Hannah_and_Her_Sisters,False,"$40,084,041"
368,The Mission ,"adventure,drama,history",7.4,63216.0,1986,/wiki/The_Mission_(1986_film),False,"$17,502,499"
369,A Room with a View ,"drama,romance",7.2,45388.0,1986,/wiki/A_Room_with_a_View_(1985_film),False,"$21,041,453"
370,The Last Emperor,"Biography,Drama,History",7.7,106875.0,1987,/wiki/The_Last_Emperor,True,"$43,993,869"
371,Broadcast News ,"comedy,drama,romance",7.2,32519.0,1987,/wiki/Broadcast_News_(film),False,"$67,331,309"
372,Fatal Attraction,"Comedy,Drama,Family",6.9,90756.0,1987,/wiki/Fatal_Attraction,False,"$320,145,693"
373,Hope and Glory ,"comedy,drama,romance",7.3,13963.0,1987,/wiki/Hope_and_Glory_(film),False,"$10,021,120"
374,Moonstruck,"Crime,Drama,Horror",7.1,62814.0,1987,/wiki/Moonstruck,False,"$80,642,217"
375,Rain Man,"Comedy,Talk-Show",8.0,525305.0,1988,/wiki/Rain_Man,True,"$354,825,435"
376,The Accidental Tourist ,"drama,romance",6.7,16744.0,1988,/wiki/The_Accidental_Tourist_(film),False,"$32,632,093"
377,Dangerous Liaisons,"Drama,History,Mystery",7.6,72345.0,1988,/wiki/Dangerous_Liaisons,False,"$34,670,720"
378,Mississippi Burning,"Crime,Drama,Mystery",7.8,103970.0,1988,/wiki/Mississippi_Burning,False,"$34,603,943"
379,Working Girl,"Documentary,Drama,Short",6.8,59500.0,1988,/wiki/Working_Girl,False,"$102,953,112"
380,Driving Miss Daisy,"Comedy,Drama,Romance",7.3,113308.0,1989,/wiki/Driving_Miss_Daisy,True,"$145,793,296"
381,Born on the Fourth of July ,"biography,drama,war",7.2,110794.0,1989,/wiki/Born_on_the_Fourth_of_July_(film),False,"$161,001,698"
382,Dead Poets Society,"Comedy,Drama",8.1,507205.0,1989,/wiki/Dead_Poets_Society,False,"$235,860,116"
383,Field of Dreams,"Adventure,Documentary,Family",7.5,122493.0,1989,/wiki/Field_of_Dreams,False,"$84,431,625"
384,My Left Foot,"Action,Comedy,Drama",8.0,46.0,1989,/wiki/My_Left_Foot,False,"$14,743,391"
385,Dances with Wolves,"Adventure,Drama,Western",8.0,275168.0,1990,/wiki/Dances_with_Wolves,True,"$424,208,848"
386,Awakenings,"Action,Drama,Sci-Fi",7.8,148174.0,1990,/wiki/Awakenings,False,"$52,096,475"
387,Ghost ,"drama,fantasy,romance,thriller",7.1,224994.0,1990,/wiki/Ghost_(1990_film),False,"$505,703,557"
388,The Godfather Part III,"Crime,Drama",7.6,406431.0,1990,/wiki/The_Godfather_Part_III,False,"$136,861,392"
389,Goodfellas,"Biography,Crime,Drama",6.9,25.0,1990,/wiki/Goodfellas,False,"$47,036,784"
390,The Silence of the Lambs ,"crime,drama,thriller",8.6,1464229.0,1991,/wiki/The_Silence_of_the_Lambs_(film),True,"$272,742,922"
391,Beauty and the Beast ,"adventure,family,fantasy,musical,romance",7.1,318261.0,1991,/wiki/Beauty_and_the_Beast_(1991_film),False,"$1,266,115,964"
392,Bugsy,"Biography,Crime,Drama",6.8,29959.0,1991,/wiki/Bugsy,False,"$49,114,016"
393,JFK ,"drama,history,thriller",8.0,161615.0,1991,/wiki/JFK_(film),False,"$205,405,498"
394,The Prince of Tides,"Drama,Romance",6.8,18785.0,1991,/wiki/The_Prince_of_Tides,False,"$74,787,599"
395,Unforgiven,"Crime,Drama,Short",8.2,419562.0,1992,/wiki/Unforgiven,True,"$159,167,799"
396,The Crying Game,"Comedy,Drama,Romance",7.2,57503.0,1992,/wiki/The_Crying_Game,False,"$62,548,947"
397,A Few Good Men,"News,Talk-Show,War",7.7,272238.0,1992,/wiki/A_Few_Good_Men,False,"$243,240,178"
398,Howards End ,"drama,romance",7.4,34027.0,1992,/wiki/Howards_End_(film),False,"$26,341,736"
399,Scent of a Woman ,drama,8.0,308964.0,1992,/wiki/Scent_of_a_Woman_(1992_film),False,"$134,095,253"
400,Schindler's List,"Biography,Drama,History",9.0,1380337.0,1993,/wiki/Schindler%27s_List,True,"$322,161,245"
401,The Fugitive ,"action,crime,drama,mystery,thriller",7.8,304022.0,1993,/wiki/The_Fugitive_(1993_film),False,"$368,875,760"
402,In the Name of the Father ,"biography,crime,drama",8.1,179554.0,1993,/wiki/In_the_Name_of_the_Father_(film),False,"$65,796,862"
403,The Piano,"Drama,Musical,Short",7.5,91080.0,1993,/wiki/The_Piano,False,"$40,185,556"
404,The Remains of the Day ,"drama,romance",7.8,78266.0,1993,/wiki/The_Remains_of_the_Day_(film),False,"$23,237,911"
405,Forrest Gump,"Documentary,Family,History",8.8,2127602.0,1994,/wiki/Forrest_Gump,True,"$678,226,465"
406,Four Weddings and a Funeral,"Comedy,Drama,Romance",7.1,158098.0,1994,/wiki/Four_Weddings_and_a_Funeral,False,"$245,700,832"
407,Pulp Fiction,"Comedy,Reality-TV,Talk-Show",8.9,2101050.0,1994,/wiki/Pulp_Fiction,False,"$213,928,762"
408,Quiz Show ,"biography,drama,history",7.5,71373.0,1994,/wiki/Quiz_Show_(film),False,"$24,822,619"
409,The Shawshank Redemption,"Comedy,Talk-Show",9.3,2734155.0,1994,/wiki/The_Shawshank_Redemption,False,"$28,884,504"
410,Braveheart,"Comedy,Documentary,History",8.4,1053011.0,1995,/wiki/Braveheart,True,"$213,216,216"
411,Apollo 13 ,"adventure,drama,history",7.7,302775.0,1995,/wiki/Apollo_13_(film),False,"$355,237,933"
412,Babe ,"comedy,drama,family",6.9,129210.0,1995,/wiki/Babe_(film),False,"$254,134,910"
413,Sense and Sensibility ,"drama,romance",7.7,119907.0,1995,/wiki/Sense_and_Sensibility_(film),False,"$134,582,776"
414,The English Patient ,"drama,romance,war",7.4,194708.0,1996,/wiki/The_English_Patient_(film),True,"$231,976,425"
415,Fargo ,"crime,thriller",8.9,382775.0,1996,/wiki/Fargo_(1996_film),False,"$60,611,975"
416,Jerry Maguire,"Comedy,Drama,Romance",7.3,274713.0,1996,/wiki/Jerry_Maguire,False,"$273,552,592"
417,Shine ,"biography,drama,music,romance",7.6,55253.0,1996,/wiki/Shine_(film),False,"$35,999,081"
418,Titanic ,"drama,romance",7.9,1217053.0,1997,/wiki/Titanic_(1997_film),True,"$2,264,743,257"
419,As Good as It Gets,"Comedy,Drama,Romance",7.7,306485.0,1997,/wiki/As_Good_as_It_Gets,False,"$314,178,011"
420,The Full Monty,"Comedy,Drama",7.2,109248.0,1997,/wiki/The_Full_Monty,False,"$257,938,649"
421,Good Will Hunting,"Action,Adventure,Comedy",8.3,998916.0,1997,/wiki/Good_Will_Hunting,False,"$225,933,435"
422,L.A. Confidential ,"crime,drama,mystery,thriller",8.2,592245.0,1997,/wiki/L.A._Confidential_(film),False,"$126,216,940"
423,Shakespeare in Love,"Comedy,Drama,History",7.1,228967.0,1998,/wiki/Shakespeare_in_Love,True,"$289,317,794"
424,Elizabeth ,"biography,drama,history",7.4,102061.0,1998,/wiki/Elizabeth_(film),False,"$82,150,642"
425,Life Is Beautiful,"Drama,Romance,Short",6.4,898.0,1998,/wiki/Life_Is_Beautiful,False,"$230,099,013"
426,Saving Private Ryan,"Comedy,Documentary,History",8.6,1418419.0,1998,/wiki/Saving_Private_Ryan,False,"$482,349,603"
427,The Thin Red Line ,"drama,history,war",7.6,192494.0,1998,/wiki/The_Thin_Red_Line_(1998_film),False,"$98,126,565"
428,American Beauty ,drama,8.3,1171981.0,1999,/wiki/American_Beauty_(1999_film),True,"$356,296,601"
429,The Cider House Rules ,"drama,romance",7.4,102011.0,1999,/wiki/The_Cider_House_Rules_(film),False,"$88,545,092"
430,The Green Mile ,"crime,drama,fantasy,mystery",8.6,1331825.0,1999,/wiki/The_Green_Mile_(film),False,"$286,801,374"
431,The Insider ,"biography,drama,thriller",7.8,174681.0,1999,/wiki/The_Insider_(film),False,"$60,289,912"
432,The Sixth Sense,"Drama,Mystery,Thriller",8.2,1008296.0,1999,/wiki/The_Sixth_Sense,False,"$672,806,432"
433,Gladiator ,"action,adventure,drama",8.5,1532742.0,2000,/wiki/Gladiator_(2000_film),True,"$503,162,313"
434,Chocolat ,"drama,romance",7.3,195845.0,2000,/wiki/Chocolat_(2000_film),False,"$152,700,626"
435,"Crouching Tiger, Hidden Dragon","Action,Adventure,Drama",8.0,1486.0,2000,"/wiki/Crouching_Tiger,_Hidden_Dragon",False,"$213,977,285"
436,Erin Brockovich ,"biography,drama",7.4,206398.0,2000,/wiki/Erin_Brockovich_(film),False,"$256,271,286"
437,Traffic ,"crime,drama,thriller",7.6,212423.0,2000,/wiki/Traffic_(2000_film),False,"$207,515,725"
438,A Beautiful Mind ,"biography,drama",8.2,948735.0,2001,/wiki/A_Beautiful_Mind_(film),True,"$316,791,257"
439,Gosford Park,"Comedy,Drama,Mystery",7.2,90392.0,2001,/wiki/Gosford_Park,False,"$87,754,044"
440,In the Bedroom,"Comedy,Drama,Short",7.4,40938.0,2001,/wiki/In_the_Bedroom,False,"$44,763,181"
441,The Lord of the Rings: The Fellowship of the Ring,"Action,Adventure,Fantasy",8.8,1909585.0,2001,/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring,False,"$898,204,420"
442,Moulin Rouge!,"Drama,Musical,Romance",7.6,290703.0,2001,/wiki/Moulin_Rouge!,False,"$184,935,320"
443,Chicago ,"comedy,crime,musical",8.0,59923.0,2002,/wiki/Chicago_(2002_film),True,"$306,776,732"
444,Gangs of New York,"Documentary,History",7.5,452792.0,2002,/wiki/Gangs_of_New_York,False,"$193,772,504"
445,The Hours ,"drama,romance",7.5,134755.0,2002,/wiki/The_Hours_(film),False,"$108,846,072"
446,The Lord of the Rings: The Two Towers,"Action,Adventure,Drama",8.8,1697780.0,2002,/wiki/The_Lord_of_the_Rings:_The_Two_Towers,False,"$947,944,270"
447,The Pianist ,"biography,drama,music,war",8.5,853771.0,2002,/wiki/The_Pianist_(2002_film),False,"$120,072,577"
448,The Lord of the Rings: The Return of the King,"Action,Adventure,Drama",9.0,1880701.0,2003,/wiki/The_Lord_of_the_Rings:_The_Return_of_the_King,True,"$1,147,633,833"
449,Lost in Translation ,"comedy,drama",7.7,466486.0,2003,/wiki/Lost_in_Translation_(film),False,"$118,686,937"
450,Master and Commander: The Far Side of the World,"Action,Adventure,Drama",7.4,227829.0,2003,/wiki/Master_and_Commander:_The_Far_Side_of_the_World,False,"$211,622,535"
451,Mystic River ,"crime,drama,mystery,thriller",7.9,466921.0,2003,/wiki/Mystic_River_(film),False,"$156,595,191"
452,Seabiscuit ,"drama,history,sport",7.3,74983.0,2003,/wiki/Seabiscuit_(film),False,"$148,336,445"
453,Million Dollar Baby,"Comedy,Drama,Music",8.1,698263.0,2004,/wiki/Million_Dollar_Baby,True,"$216,763,646"
454,The Aviator ,"biography,drama",7.5,370586.0,2004,/wiki/The_Aviator_(2004_film),False,"$213,719,942"
455,Finding Neverland ,"biography,drama,family",7.7,208829.0,2004,/wiki/Finding_Neverland_(film),False,"$116,650,613"
456,Ray ,"biography,drama,music",8.3,89664.0,2004,/wiki/Ray_(film),False,"$123,971,376"
457,Sideways,"Crime,Drama,Mystery",7.5,195732.0,2004,/wiki/Sideways,False,"$109,706,931"
458,Crash ,drama,6.4,63233.0,2005,/wiki/Crash_(2004_film),True,"$2,671,855"
459,Brokeback Mountain,"Animation,Comedy,Short",7.7,366493.0,2005,/wiki/Brokeback_Mountain,False,"$178,062,759"
460,Capote ,"biography,crime,drama,history",7.3,136266.0,2005,/wiki/Capote_(film),False,"$49,327,405"
461,"Good Night, and Good Luck",Drama,7.4,99444.0,2005,"/wiki/Good_Night,_and_Good_Luck",False,"$54,641,191"
462,Munich ,"action,drama,history,thriller",7.5,231817.0,2005,/wiki/Munich_(2005_film),False,"$130,982,129"
463,The Departed,"Crime,Drama,Thriller",8.5,1351191.0,2006,/wiki/The_Departed,True,"$291,480,452"
464,Babel ,drama,7.5,308766.0,2006,/wiki/Babel_(film),False,"$135,330,182"
465,Letters from Iwo Jima,"Action,Adventure,Drama",7.9,165887.0,2006,/wiki/Letters_from_Iwo_Jima,False,"$68,673,228"
466,Little Miss Sunshine,"Animation,Family,Short",7.8,493690.0,2006,/wiki/Little_Miss_Sunshine,False,"$101,058,954"
467,The Queen ,"biography,drama",8.6,487015.0,2006,/wiki/The_Queen_(2006_film),False,"$124,923,153"
468,No Country for Old Men,"Animation,Comedy,Short",8.2,997439.0,2007,/wiki/No_Country_for_Old_Men,True,"$171,627,434"
469,Atonement ,"drama,mystery,romance,war",7.8,286842.0,2007,/wiki/Atonement_(2007_film),False,"$131,016,624"
470,Juno ,"comedy,drama",7.5,532244.0,2007,/wiki/Juno_(film),False,"$232,372,681"
471,Michael Clayton ,"crime,drama,mystery,thriller",7.2,169507.0,2007,/wiki/Michael_Clayton_(film),False,"$92,991,835"
472,There Will Be Blood,"Action,Adventure,Drama",8.2,600122.0,2007,/wiki/There_Will_Be_Blood,False,"$76,182,388"
473,Slumdog Millionaire,"Crime,Drama,Romance",8.0,857226.0,2008,/wiki/Slumdog_Millionaire,True,"$378,410,542"
474,The Curious Case of Benjamin Button ,"drama,fantasy,romance",7.8,666645.0,2008,/wiki/The_Curious_Case_of_Benjamin_Button_(film),False,"$335,802,786"
475,Frost/Nixon ,"biography,drama,history",7.7,110097.0,2008,/wiki/Frost/Nixon_(film),False,"$27,426,335"
476,Milk ,"biography,drama,history",7.5,176098.0,2008,/wiki/Milk_(2008_American_film),False,"$54,589,558"
477,The Reader ,"drama,romance",7.6,251339.0,2008,/wiki/The_Reader_(2008_film),False,"$108,902,486"
478,The Hurt Locker,"Drama,Thriller,War",7.5,460137.0,2009,/wiki/The_Hurt_Locker,True,"$49,259,766"
479,Avatar ,"action,adventure,fantasy,sci-fi",7.7,376925.0,2009,/wiki/Avatar_(2009_film),False,"$2,923,706,026"
480,The Blind Side ,"biography,drama,sport",7.6,343450.0,2009,/wiki/The_Blind_Side_(film),False,"$309,231,694"
481,District 9,"Action,Sci-Fi,Thriller",7.9,693223.0,2009,/wiki/District_9,False,"$210,888,950"
482,An Education,"Comedy,Drama,Romance",7.3,136065.0,2009,/wiki/An_Education,False,"$26,096,852"
483,Inglourious Basterds,"Adventure,Drama,War",8.3,1485428.0,2009,/wiki/Inglourious_Basterds,False,"$321,457,747"
484,Precious ,drama,7.3,113275.0,2009,/wiki/Precious_(film),False,"$63,649,529"
485,A Serious Man,"Comedy,Drama",7.0,145663.0,2009,/wiki/A_Serious_Man,False,"$31,430,334"
486,Up ,"adventure,animation,comedy,drama,family",8.3,1066883.0,2009,/wiki/Up_(2009_film),False,"$735,099,102"
487,Up in the Air ,"comedy,drama,romance",7.4,341623.0,2009,/wiki/Up_in_the_Air_(2009_film),False,"$166,842,739"
488,The King's Speech,"Biography,Drama,History",8.0,690511.0,2010,/wiki/The_King%27s_Speech,True,"$484,068,861"
489,Black Swan ,"drama,thriller",8.0,787178.0,2010,/wiki/Black_Swan_(film),False,"$329,398,046"
490,The Fighter,"Action,Adventure,Fantasy",7.8,376098.0,2010,/wiki/The_Fighter,False,"$129,190,869"
491,Inception,"Comedy,Reality-TV,Talk-Show",8.8,2403153.0,2010,/wiki/Inception,False,"$870,110,523"
492,The Kids Are All Right ,"comedy,drama,romance",7.0,132207.0,2010,/wiki/The_Kids_Are_All_Right_(film),False,"$34,758,951"
493,127 Hours,"Documentary,News",7.5,385614.0,2010,/wiki/127_Hours,False,"$60,738,797"
494,The Social Network,"Comedy,Drama,Game-Show",7.8,720689.0,2010,/wiki/The_Social_Network,False,"$224,920,375"
495,Toy Story 3,"Comedy,Family,Short",8.3,852115.0,2010,/wiki/Toy_Story_3,False,"$1,067,316,101"
496,True Grit ,"drama,western",7.6,346416.0,2010,/wiki/True_Grit_(2010_film),False,"$252,276,927"
497,Winter's Bone,"Drama,Mystery",7.1,145733.0,2010,/wiki/Winter%27s_Bone,False,"$13,796,834"
498,The Artist ,"comedy,drama,romance",7.9,244636.0,2011,/wiki/The_Artist_(film),True,"$133,471,171"
499,The Descendants,"Biography,Documentary,History",7.3,245160.0,2011,/wiki/The_Descendants,False,"$177,243,185"
500,Extremely Loud & Incredibly Close ,"adventure,drama,mystery",6.9,103510.0,2011,/wiki/Extremely_Loud_%26_Incredibly_Close_(film),False,"$55,247,881"
501,The Help ,drama,8.1,471448.0,2011,/wiki/The_Help_(film),False,"$216,639,112"
502,Hugo ,"adventure,drama,family,fantasy,mystery",7.5,328364.0,2011,/wiki/Hugo_(film),False,"$185,770,310"
